"Location","Expt_No","Depth","Time_Range","Population","Sample_Type","VP","VP_SE","VP_R_Squared","VP_Type"
"NJ2020","2","1","T0_T17.5","c_V2","VP",-58998.3911084735,17014.6407001298,0.545941770309647,"LM_AP"
"NJ2020","2","1","T0_T20.5","c_V2","VP",-36373.4596963838,13132.140692413,0.371124428341761,"LM_AP"
"NJ2020","2","1","T0_T24","c_V2","VP",-21928.6179621967,10909.2494776,0.201615860562107,"LM_AP"
"NJ2020","3","1","T0_T3","c_V2","VP",-207898.017674513,251463.374809173,0.145941511316479,"LM_AP"
"NJ2020","3","1","T0_T6","c_V2","VP",-128270.670067422,96690.9429100767,0.200902325130193,"LM_AP"
"NJ2020","3","1","T0_T9","c_V2","VP",-73914.8398517054,53082.1855484555,0.162405115708194,"LM_AP"
"NJ2020","3","1","T0_T12","c_V2","VP",-54224.7116439734,33396.3923603764,0.168601449359108,"LM_AP"
"NJ2020","3","1","T0_T24","c_V2","VP",-13603.5913760452,16192.3640143342,0.0422492643085087,"LM_AP"
"NJ2020","4","1","T0_T3","c_V2","VP",-31956.5879546145,22567.7858564037,0.333903034209024,"LM_AP"
"NJ2020","4","1","T0_T6","c_V2","VP",379617.032303384,90657.0843223188,0.7146848977631,"LM_AP"
"NJ2020","4","1","T0_T9","c_V2","VP",290469.250177967,53402.336829123,0.747382635688143,"LM_AP"
"NJ2020","4","1","T0_T12","c_V2","VP",218623.664197154,38677.8907285201,0.710788777671634,"LM_AP"
"NJ2020","4","1","T0_T24","c_V2","VP",110393.561114119,23966.8297916569,0.570078964216138,"LM_AP"
"NJ2020","5","1","T0_T3","c_V2","VP",-11149.9233315214,35681.7705959708,0.0238295924811049,"LM_AP"
"NJ2020","5","1","T0_T6","c_V2","VP",-82239.9217800639,25487.3893849114,0.597967617018769,"LM_AP"
"NJ2020","5","1","T0_T9","c_V2","VP",-35633.2577048365,18706.5729271175,0.266241494846645,"LM_AP"
"NJ2020","5","1","T0_T12","c_V2","VP",-15947.4181142656,14270.8227144453,0.0876405993086156,"LM_AP"
"NJ2020","5","1","T0_T24","c_V2","VP",-9719.51411492481,6710.97818664916,0.115903639925317,"LM_AP"
"NJ2020","6","1","T0_T3","c_V2","VP",-40861.7060632102,27843.6978023186,0.349981398020841,"LM_AP"
"NJ2020","6","1","T0_T6","c_V2","VP",-64440.6543781295,31450.6914523037,0.37489757518456,"LM_AP"
"NJ2020","6","1","T0_T9","c_V2","VP",-106987.323133528,43718.0479114418,0.374563978847262,"LM_AP"
"NJ2020","6","1","T0_T12","c_V2","VP",-63218.0896880097,29849.7797557891,0.256522275262753,"LM_AP"
