"Location","Station_Number","Depth","Time_Range","Population","Sample_Type","VP","VP_SE","VP_R_Squared","VP_Type","abs_VP"
"NJ2020","7","1","T0_T24","c_V2","VP",0,0,NA,"VPCL_AR_DIFF_LMER_SE",0
"NJ2020","1","1","T0_T3","c_V3","VP",15686.6344888889,14497.1921780867,0.226428960828998,"LM_AP",47059.9034666667
"NJ2020","1","1","T0_T6","c_V3","VP",-13096.2917722222,8776.58111667851,0.24132557357984,"LM_AP",-78577.7506333334
"NJ2020","1","1","T0_T17","c_V3","VP",-1249.28200979798,2967.02608862076,0.0174199216201081,"LM_AP",-21237.7941665657
"NJ2020","1","1","T0_T20","c_V3","VP",993.723479450889,2090.08308348532,0.0170912509429043,"LM_AP",19874.4695890178
"NJ2020","1","1","T0_T24","c_V3","VP",1303.88651488739,1512.33395619344,0.0443958353295328,"LM_AP",31293.2763572973
"NJ2020","2","1","T0_T3","c_V3","VP",-22422.5697333334,9024.778836453,0.606803063803772,"LM_AP",-67267.7092000001
"NJ2020","2","1","T0_T6","c_V3","VP",-21801.7693666667,3926.51971037858,0.814959723959703,"LM_AP",-130810.6162
"NJ2020","2","1","T0_T17.5","c_V3","VP",-5100.17788424049,2103.85172962004,0.370149875812962,"LM_AP",-89253.1129742086
"NJ2020","2","1","T0_T20.5","c_V3","VP",-1728.77911835002,2335.74044614969,0.0404353084930256,"LM_AP",-35439.9719261753
"NJ2020","2","1","T0_T24","c_V3","VP",266.880601434511,2064.35295093922,0.00104350060374672,"LM_AP",6405.13443442827
"NJ2020","3","1","T0_T3","c_V3","VP",9036.04392222216,45341.9189353804,0.00983119079597548,"LM_AP",27108.1317666665
"NJ2020","3","1","T0_T6","c_V3","VP",-21894.14615,18862.1821829432,0.161407929537549,"LM_AP",-131364.8769
"NJ2020","3","1","T0_T9","c_V3","VP",-11717.8075522222,10428.1281370429,0.11210881189717,"LM_AP",-105460.26797
"NJ2020","3","1","T0_T12","c_V3","VP",-12879.3162111111,6481.8085129567,0.232954454064415,"LM_AP",-154551.794533333
"NJ2020","3","1","T0_T24","c_V3","VP",9163.59378111111,4340.84522423886,0.217848257326693,"LM_AP",219926.250746667
"NJ2020","4","1","T0_T3","c_V3","VP",-29324.7527333334,7409.47465841094,0.796579307517786,"LM_AP",-87974.2582000002
"NJ2020","4","1","T0_T6","c_V3","VP",101569.0967,28873.4396878405,0.63869954133949,"LM_AP",609414.5802
"NJ2020","4","1","T0_T9","c_V3","VP",84973.0594,15905.1755999378,0.740543302881244,"LM_AP",764757.5346
"NJ2020","4","1","T0_T12","c_V3","VP",62228.8114377778,11759.7960595147,0.682939493718577,"LM_AP",746745.737253334
"NJ2020","4","1","T0_T24","c_V3","VP",28586.7458811111,7352.71232591862,0.485793599470669,"LM_AP",686081.901146667
"NJ2020","5","1","T0_T3","c_V3","VP",4944.7567444444,7304.88013238432,0.102778729487509,"LM_AP",14834.2702333332
"NJ2020","5","1","T0_T6","c_V3","VP",-5947.79591666666,3845.24968897368,0.25472935713263,"LM_AP",-35686.7754999999
"NJ2020","5","1","T0_T9","c_V3","VP",-852.392954444451,2625.20887444477,0.0104327140698672,"LM_AP",-7671.53659000006
"NJ2020","5","1","T0_T12","c_V3","VP",-2713.76610222222,1764.05562376475,0.154007969847628,"LM_AP",-32565.1932266666
"NJ2020","5","1","T0_T24","c_V3","VP",-1261.98505333333,988.334818500994,0.0924778032366637,"LM_AP",-30287.64128
"NJ2020","6","1","T0_T3","c_V3","VP",-9934.38240000004,6848.13052878328,0.344739831383919,"LM_AP",-29803.1472000001
"NJ2020","6","1","T0_T6","c_V3","VP",-6551.99593888889,9599.41531903318,0.0623990090950235,"LM_AP",-39311.9756333333
"NJ2020","6","1","T0_T9","c_V3","VP",-17807.9596511111,11019.4888768119,0.20707872974185,"LM_AP",-160271.63686
"NJ2020","6","1","T0_T12","c_V3","VP",-9154.65536111111,7257.32531465482,0.109053384076691,"LM_AP",-109855.864333333
"NJ2020","6","1","T0_T24","c_V3","VP",-639.153085833334,3604.22194054678,0.00196161597466483,"LM_AP",-15339.67406
"NJ2020","7","1","T0_T3","c_V3","VP",743.083777777767,6166.06033467569,0.00361764591449348,"LM_AP",2229.2513333333
"NJ2020","7","1","T0_T6","c_V3","VP",1918.55701666667,2475.60226420988,0.079020471209719,"LM_AP",11511.3421
"NJ2020","7","1","T0_T9","c_V3","VP",-1769.99068111112,1631.83262300265,0.105265253493503,"LM_AP",-15929.91613
"NJ2020","7","1","T0_T12","c_V3","VP",-2247.64605555555,1063.19438100047,0.255833434441016,"LM_AP",-26971.7526666667
"NJ2020","7","1","T0_T24","c_V3","VP",-1980.17995333334,486.477733972507,0.508727868952858,"LM_AP",-47524.3188800001
"NJ2020","1","1","T0_T17","c_V3","VP",-1249.28200979797,2434.24493695128,0.139548319652518,"LM_SR_AVG",NA
"NJ2020","1","1","T0_T20","c_V3","VP",993.723479450876,1561.18913945631,0.160425512356829,"LM_SR_AVG",NA
"NJ2020","1","1","T0_T24","c_V3","VP",1303.88651488738,1195.89709985715,0.1715690779298,"LM_SR_AVG",NA
"NJ2020","1","1","T0_T3","c_V3","VP",15686.6344888889,9222.49291307175,1,"LM_SR_AVG",NA
"NJ2020","1","1","T0_T6","c_V3","VP",-13096.2917722223,8720.68558978895,0.303566920591319,"LM_SR_AVG",NA
"NJ2020","2","1","T0_T17.5","c_V3","VP",-5100.17788424048,859.029300507197,0.464167132020589,"LM_SR_AVG",NA
"NJ2020","2","1","T0_T20.5","c_V3","VP",-1728.77911835002,2957.06866956034,0.300814118348656,"LM_SR_AVG",NA
"NJ2020","2","1","T0_T24","c_V3","VP",266.880601434517,2744.19388847547,0.249385543040683,"LM_SR_AVG",NA
"NJ2020","2","1","T0_T3","c_V3","VP",-22422.5697333334,2681.26102298734,1,"LM_SR_AVG",NA
"NJ2020","2","1","T0_T6","c_V3","VP",-21801.7693666667,5453.59963189047,0.979715420744482,"LM_SR_AVG",NA
"NJ2020","3","1","T0_T12","c_V3","VP",-12879.3162111111,9249.55540479009,0.31610010565726,"LM_SR_AVG",NA
"NJ2020","3","1","T0_T24","c_V3","VP",9163.5937811111,4231.70992844019,0.332676935852926,"LM_SR_AVG",NA
"NJ2020","3","1","T0_T3","c_V3","VP",9036.04392222226,48849.6541961309,1,"LM_SR_AVG",NA
"NJ2020","3","1","T0_T6","c_V3","VP",-21894.14615,17664.9110985864,0.341176462407687,"LM_SR_AVG",NA
"NJ2020","3","1","T0_T9","c_V3","VP",-11717.8075522222,14049.1886416374,0.326315371435879,"LM_SR_AVG",NA
"NJ2020","4","1","T0_T12","c_V3","VP",62228.8114377778,1343.70235058409,0.686831564352431,"LM_SR_AVG",NA
"NJ2020","4","1","T0_T24","c_V3","VP",28586.7458811111,3825.96118247362,0.489469229130919,"LM_SR_AVG",NA
"NJ2020","4","1","T0_T3","c_V3","VP",-29324.7527333333,4682.83228943408,1,"LM_SR_AVG",NA
"NJ2020","4","1","T0_T6","c_V3","VP",101569.0967,3544.17327212176,0.642657488708719,"LM_SR_AVG",NA
"NJ2020","4","1","T0_T9","c_V3","VP",84973.0594,395.852483755682,0.744100753327411,"LM_SR_AVG",NA
"NJ2020","5","1","T0_T12","c_V3","VP",-2713.76610222223,1458.34803662454,0.217418251490839,"LM_SR_AVG",NA
"NJ2020","5","1","T0_T24","c_V3","VP",-1261.98505333334,795.394878654302,0.185176937886761,"LM_SR_AVG",NA
"NJ2020","5","1","T0_T3","c_V3","VP",4944.75674444444,8505.68376277267,1,"LM_SR_AVG",NA
"NJ2020","5","1","T0_T6","c_V3","VP",-5947.79591666669,3994.59473331726,0.594395819787174,"LM_SR_AVG",NA
"NJ2020","5","1","T0_T9","c_V3","VP",-852.392954444448,872.678565255925,0.0510029268901773,"LM_SR_AVG",NA
"NJ2020","6","1","T0_T12","c_V3","VP",-9154.6553611111,4721.26419092986,0.202359315686846,"LM_SR_AVG",NA
"NJ2020","6","1","T0_T24","c_V3","VP",-639.153085833337,2577.48653195051,0.290667288093778,"LM_SR_AVG",NA
"NJ2020","6","1","T0_T3","c_V3","VP",-9934.38239999995,3256.63232665634,1,"LM_SR_AVG",NA
"NJ2020","6","1","T0_T6","c_V3","VP",-6551.99593888891,13231.1754177352,0.75881857560848,"LM_SR_AVG",NA
"NJ2020","6","1","T0_T9","c_V3","VP",-17807.9596511111,11899.6721728708,0.271932803589636,"LM_SR_AVG",NA
"NJ2020","7","1","T0_T12","c_V3","VP",-2247.64605555555,1076.65944112623,0.488752349415996,"LM_SR_AVG",NA
"NJ2020","7","1","T0_T24","c_V3","VP",-1980.17995333334,596.684181893586,0.603275291978638,"LM_SR_AVG",NA
"NJ2020","7","1","T0_T3","c_V3","VP",743.083777777787,4335.09696568544,1,"LM_SR_AVG",NA
"NJ2020","7","1","T0_T6","c_V3","VP",1918.55701666666,4014.9774039328,0.653021703068717,"LM_SR_AVG",NA
"NJ2020","7","1","T0_T9","c_V3","VP",-1769.99068111111,2361.90470159631,0.588443218299064,"LM_SR_AVG",NA
"NJ2020","1","1","T0_T3","c_V3","VP",15686.6344888889,NA,1,"LM_AR",47059.9034666667
"NJ2020","1","1","T0_T6","c_V3","VP",-13096.2917722223,16617.8302249176,0.383127572428203,"LM_AR",-78577.7506333335
"NJ2020","1","1","T0_T17","c_V3","VP",-1249.28200979798,4863.72380814582,0.0319343425675515,"LM_AR",-21237.7941665656
"NJ2020","1","1","T0_T20","c_V3","VP",993.72347945087,3204.72431764176,0.0310547290038718,"LM_AR",19874.4695890174
"NJ2020","1","1","T0_T24","c_V3","VP",1303.88651488738,2212.15898032741,0.0799127267447533,"LM_AR",31293.2763572971
"NJ2020","2","1","T0_T3","c_V3","VP",-22422.5697333333,NA,1,"LM_AR",-67267.7092
"NJ2020","2","1","T0_T6","c_V3","VP",-21801.7693666667,358.419258808047,0.999729802185836,"LM_AR",-130810.6162
"NJ2020","2","1","T0_T17.5","c_V3","VP",-5100.17788424048,3990.8942299615,0.449515864378712,"LM_AR",-89253.1129742084
"NJ2020","2","1","T0_T20.5","c_V3","VP",-1728.77911835001,3159.12922107171,0.0907613351167285,"LM_AR",-35439.9719261752
"NJ2020","2","1","T0_T24","c_V3","VP",266.880601434509,2590.81789173096,0.00264575538797692,"LM_AR",6405.13443442822
"NJ2020","3","1","T0_T3","c_V3","VP",9036.04392222224,NA,1,"LM_AR",27108.1317666667
"NJ2020","3","1","T0_T6","c_V3","VP",-21894.14615,17857.5535642838,0.600508768910922,"LM_AR",-131364.8769
"NJ2020","3","1","T0_T9","c_V3","VP",-11717.8075522222,9914.52131702753,0.41121891021902,"LM_AR",-105460.26797
"NJ2020","3","1","T0_T12","c_V3","VP",-12879.3162111111,5763.29868826488,0.624715741695674,"LM_AR",-154551.794533333
"NJ2020","3","1","T0_T24","c_V3","VP",9163.59378111111,6835.11160240551,0.310033415295587,"LM_AR",219926.250746667
"NJ2020","4","1","T0_T3","c_V3","VP",-29324.7527333334,NA,1,"LM_AR",-87974.2582000001
"NJ2020","4","1","T0_T6","c_V3","VP",101569.0967,75571.5992056014,0.643667398836562,"LM_AR",609414.5802
"NJ2020","4","1","T0_T9","c_V3","VP",84973.0594,35128.6607485408,0.745259414548771,"LM_AR",764757.5346
"NJ2020","4","1","T0_T12","c_V3","VP",62228.8114377777,24161.4267056198,0.688584297113749,"LM_AR",746745.737253333
"NJ2020","4","1","T0_T24","c_V3","VP",28586.7458811111,14274.9234993102,0.500645800969956,"LM_AR",686081.901146666
"NJ2020","5","1","T0_T3","c_V3","VP",4944.75674444445,NA,1,"LM_AR",14834.2702333334
"NJ2020","5","1","T0_T6","c_V3","VP",-5947.79591666671,6288.81821105464,0.472152620761883,"LM_AR",-35686.7755000003
"NJ2020","5","1","T0_T9","c_V3","VP",-852.392954444451,4069.91695420757,0.0214613286492826,"LM_AR",-7671.53659000006
"NJ2020","5","1","T0_T12","c_V3","VP",-2713.76610222223,2583.85590474226,0.268842502262402,"LM_AR",-32565.1932266667
"NJ2020","5","1","T0_T24","c_V3","VP",-1261.98505333333,1194.75829916116,0.218093665131155,"LM_AR",-30287.64128
"NJ2020","6","1","T0_T3","c_V3","VP",-9934.38240000002,NA,1,"LM_AR",-29803.1472000001
"NJ2020","6","1","T0_T6","c_V3","VP",-6551.99593888891,1952.82173382586,0.91841385939473,"LM_AR",-39311.9756333335
"NJ2020","6","1","T0_T9","c_V3","VP",-17807.9596511111,6557.05286251187,0.786685574383975,"LM_AR",-160271.63686
"NJ2020","6","1","T0_T12","c_V3","VP",-9154.6553611111,6268.29634954367,0.415543165750068,"LM_AR",-109855.864333333
"NJ2020","6","1","T0_T24","c_V3","VP",-639.153085833344,3661.96374951442,0.00755834465505286,"LM_AR",-15339.6740600003
"NJ2020","7","1","T0_T3","c_V3","VP",743.083777777793,NA,1,"LM_AR",2229.25133333338
"NJ2020","7","1","T0_T6","c_V3","VP",1918.55701666667,678.659790897701,0.888787693064251,"LM_AR",11511.3421
"NJ2020","7","1","T0_T9","c_V3","VP",-1769.99068111111,2151.10294080738,0.252908476281695,"LM_AR",-15929.91613
"NJ2020","7","1","T0_T12","c_V3","VP",-2247.64605555555,1272.18951925225,0.509917638914576,"LM_AR",-26971.7526666667
"NJ2020","7","1","T0_T24","c_V3","VP",-1980.17995333333,556.258857970844,0.760081089953034,"LM_AR",-47524.31888
"NJ2020","1","1","T0_T3","c_V3","VP",15686.6344888889,NA,1,"LM_AR_DIFF",47059.9034666667
"NJ2020","1","1","T0_T6","c_V3","VP",-13096.2917722223,16617.8302249176,0.383127572428203,"LM_AR_DIFF",-78577.7506333335
"NJ2020","1","1","T0_T17","c_V3","VP",-1249.28200979798,4863.72380814582,0.0319343425675515,"LM_AR_DIFF",-21237.7941665656
"NJ2020","1","1","T0_T20","c_V3","VP",993.72347945087,3204.72431764176,0.0310547290038718,"LM_AR_DIFF",19874.4695890174
"NJ2020","1","1","T0_T24","c_V3","VP",1303.88651488738,2212.15898032741,0.0799127267447533,"LM_AR_DIFF",31293.2763572971
"NJ2020","2","1","T0_T3","c_V3","VP",-22422.5697333333,NA,1,"LM_AR_DIFF",-67267.7092
"NJ2020","2","1","T0_T6","c_V3","VP",-21801.7693666667,358.419258808047,0.999729802185836,"LM_AR_DIFF",-130810.6162
"NJ2020","2","1","T0_T17.5","c_V3","VP",-5100.17788424048,3990.8942299615,0.449515864378712,"LM_AR_DIFF",-89253.1129742084
"NJ2020","2","1","T0_T20.5","c_V3","VP",-1728.77911835001,3159.12922107171,0.0907613351167285,"LM_AR_DIFF",-35439.9719261752
"NJ2020","2","1","T0_T24","c_V3","VP",266.880601434509,2590.81789173096,0.00264575538797692,"LM_AR_DIFF",6405.13443442822
"NJ2020","3","1","T0_T3","c_V3","VP",9036.04392222224,NA,1,"LM_AR_DIFF",27108.1317666667
"NJ2020","3","1","T0_T6","c_V3","VP",-21894.14615,17857.5535642838,0.600508768910922,"LM_AR_DIFF",-131364.8769
"NJ2020","3","1","T0_T9","c_V3","VP",-11717.8075522222,9914.52131702753,0.41121891021902,"LM_AR_DIFF",-105460.26797
"NJ2020","3","1","T0_T12","c_V3","VP",-12879.3162111111,5763.29868826488,0.624715741695674,"LM_AR_DIFF",-154551.794533333
"NJ2020","3","1","T0_T24","c_V3","VP",9163.59378111111,6835.11160240551,0.310033415295587,"LM_AR_DIFF",219926.250746667
"NJ2020","4","1","T0_T3","c_V3","VP",-29324.7527333334,NA,1,"LM_AR_DIFF",-87974.2582000001
"NJ2020","4","1","T0_T6","c_V3","VP",101569.0967,75571.5992056014,0.643667398836562,"LM_AR_DIFF",609414.5802
"NJ2020","4","1","T0_T9","c_V3","VP",84973.0594,35128.6607485408,0.745259414548771,"LM_AR_DIFF",764757.5346
"NJ2020","4","1","T0_T12","c_V3","VP",62228.8114377777,24161.4267056198,0.688584297113749,"LM_AR_DIFF",746745.737253333
"NJ2020","4","1","T0_T24","c_V3","VP",28586.7458811111,14274.9234993102,0.500645800969956,"LM_AR_DIFF",686081.901146666
"NJ2020","5","1","T0_T3","c_V3","VP",4944.75674444445,NA,1,"LM_AR_DIFF",14834.2702333334
"NJ2020","5","1","T0_T6","c_V3","VP",-5947.79591666671,6288.81821105464,0.472152620761883,"LM_AR_DIFF",-35686.7755000003
"NJ2020","5","1","T0_T9","c_V3","VP",-852.392954444451,4069.91695420757,0.0214613286492826,"LM_AR_DIFF",-7671.53659000006
"NJ2020","5","1","T0_T12","c_V3","VP",-2713.76610222223,2583.85590474226,0.268842502262402,"LM_AR_DIFF",-32565.1932266667
"NJ2020","5","1","T0_T24","c_V3","VP",-1261.98505333333,1194.75829916116,0.218093665131155,"LM_AR_DIFF",-30287.64128
"NJ2020","6","1","T0_T3","c_V3","VP",-9934.38240000002,NA,1,"LM_AR_DIFF",-29803.1472000001
"NJ2020","6","1","T0_T6","c_V3","VP",-6551.99593888891,1952.82173382586,0.91841385939473,"LM_AR_DIFF",-39311.9756333335
"NJ2020","6","1","T0_T9","c_V3","VP",-17807.9596511111,6557.05286251187,0.786685574383975,"LM_AR_DIFF",-160271.63686
"NJ2020","6","1","T0_T12","c_V3","VP",-9154.6553611111,6268.29634954367,0.415543165750068,"LM_AR_DIFF",-109855.864333333
"NJ2020","6","1","T0_T24","c_V3","VP",-639.153085833344,3661.96374951442,0.00755834465505286,"LM_AR_DIFF",-15339.6740600003
"NJ2020","7","1","T0_T3","c_V3","VP",743.083777777793,NA,1,"LM_AR_DIFF",2229.25133333338
"NJ2020","7","1","T0_T6","c_V3","VP",1918.55701666667,678.659790897701,0.888787693064251,"LM_AR_DIFF",11511.3421
"NJ2020","7","1","T0_T9","c_V3","VP",-1769.99068111111,2151.10294080738,0.252908476281695,"LM_AR_DIFF",-15929.91613
"NJ2020","7","1","T0_T12","c_V3","VP",-2247.64605555555,1272.18951925225,0.509917638914576,"LM_AR_DIFF",-26971.7526666667
"NJ2020","7","1","T0_T24","c_V3","VP",-1980.17995333333,556.258857970844,0.760081089953034,"LM_AR_DIFF",-47524.31888
"NJ2020","1","1","T0_T3","c_V3","VP",15686.6344888888,NA,1,"LM_AR_DIFF_LMER",47059.9034666664
"NJ2020","1","1","T0_T6","c_V3","VP",-13096.2917722224,16617.8302249176,0.38312757242821,"LM_AR_DIFF_LMER",-78577.7506333347
"NJ2020","1","1","T0_T17","c_V3","VP",-1249.282009798,4863.72380814582,0.0319343425675527,"LM_AR_DIFF_LMER",-21237.7941665659
"NJ2020","1","1","T0_T20","c_V3","VP",993.723479450882,3204.72431764177,0.0310547290038714,"LM_AR_DIFF_LMER",19874.4695890176
"NJ2020","1","1","T0_T24","c_V3","VP",1303.88651488739,2212.15898032741,0.0799127267447539,"LM_AR_DIFF_LMER",31293.2763572974
"NJ2020","2","1","T0_T3","c_V3","VP",-22422.5697333333,NA,1,"LM_AR_DIFF_LMER",-67267.7092
"NJ2020","2","1","T0_T6","c_V3","VP",-21801.7693666668,358.419258808146,0.999729802185836,"LM_AR_DIFF_LMER",-130810.616200001
"NJ2020","2","1","T0_T17.5","c_V3","VP",-5100.17788424043,3990.89422996145,0.449515864378713,"LM_AR_DIFF_LMER",-89253.1129742075
"NJ2020","2","1","T0_T20.5","c_V3","VP",-1728.77911835001,3159.1292210717,0.0907613351167283,"LM_AR_DIFF_LMER",-35439.9719261752
"NJ2020","2","1","T0_T24","c_V3","VP",266.880601434476,2590.81789173097,0.00264575538797613,"LM_AR_DIFF_LMER",6405.13443442743
"NJ2020","3","1","T0_T3","c_V3","VP",9036.04392222186,NA,1,"LM_AR_DIFF_LMER",27108.1317666656
"NJ2020","3","1","T0_T6","c_V3","VP",-21894.1461500002,17857.5535642836,0.60050876891093,"LM_AR_DIFF_LMER",-131364.876900001
"NJ2020","3","1","T0_T9","c_V3","VP",-11717.8075522224,9914.52131702749,0.41121891021903,"LM_AR_DIFF_LMER",-105460.267970002
"NJ2020","3","1","T0_T12","c_V3","VP",-12879.3162111112,5763.29868826486,0.62471574169568,"LM_AR_DIFF_LMER",-154551.794533334
"NJ2020","3","1","T0_T24","c_V3","VP",9163.59378111105,6835.11160240554,0.310033415295583,"LM_AR_DIFF_LMER",219926.250746665
"NJ2020","4","1","T0_T3","c_V3","VP",-29324.7527333335,NA,1,"LM_AR_DIFF_LMER",-87974.2582000004
"NJ2020","4","1","T0_T6","c_V3","VP",101569.0967,75571.5992056015,0.64366739883656,"LM_AR_DIFF_LMER",609414.580199999
"NJ2020","4","1","T0_T9","c_V3","VP",84973.0594,35128.6607485408,0.745259414548771,"LM_AR_DIFF_LMER",764757.5346
"NJ2020","4","1","T0_T12","c_V3","VP",62228.8114377777,24161.4267056199,0.688584297113748,"LM_AR_DIFF_LMER",746745.737253333
"NJ2020","4","1","T0_T24","c_V3","VP",28586.7458811111,14274.9234993102,0.500645800969956,"LM_AR_DIFF_LMER",686081.901146666
"NJ2020","5","1","T0_T3","c_V3","VP",4944.7567444444,NA,1,"LM_AR_DIFF_LMER",14834.2702333332
"NJ2020","5","1","T0_T6","c_V3","VP",-5947.79591666705,6288.81821105446,0.472152620761925,"LM_AR_DIFF_LMER",-35686.7755000023
"NJ2020","5","1","T0_T9","c_V3","VP",-852.392954444703,4069.91695420758,0.021461328649296,"LM_AR_DIFF_LMER",-7671.53659000232
"NJ2020","5","1","T0_T12","c_V3","VP",-2713.76610222236,2583.85590474225,0.268842502262426,"LM_AR_DIFF_LMER",-32565.1932266683
"NJ2020","5","1","T0_T24","c_V3","VP",-1261.98505333337,1194.75829916117,0.218093665131163,"LM_AR_DIFF_LMER",-30287.6412800008
"NJ2020","6","1","T0_T3","c_V3","VP",-9934.38239999997,NA,1,"LM_AR_DIFF_LMER",-29803.1471999999
"NJ2020","6","1","T0_T6","c_V3","VP",-6551.99593888911,1952.82173382598,0.918413859394725,"LM_AR_DIFF_LMER",-39311.9756333347
"NJ2020","6","1","T0_T9","c_V3","VP",-17807.9596511112,6557.05286251184,0.786685574383977,"LM_AR_DIFF_LMER",-160271.63686
"NJ2020","6","1","T0_T12","c_V3","VP",-9154.65536111107,6268.29634954366,0.415543165750065,"LM_AR_DIFF_LMER",-109855.864333333
"NJ2020","6","1","T0_T24","c_V3","VP",-639.153085833364,3661.96374951442,0.00755834465505313,"LM_AR_DIFF_LMER",-15339.6740600007
"NJ2020","7","1","T0_T3","c_V3","VP",743.083777777697,NA,1,"LM_AR_DIFF_LMER",2229.25133333309
"NJ2020","7","1","T0_T6","c_V3","VP",1918.55701666654,678.65979089778,0.888787693064214,"LM_AR_DIFF_LMER",11511.3420999992
"NJ2020","7","1","T0_T9","c_V3","VP",-1769.99068111127,2151.10294080734,0.252908476281736,"LM_AR_DIFF_LMER",-15929.9161300014
"NJ2020","7","1","T0_T12","c_V3","VP",-2247.64605555564,1272.18951925223,0.509917638914604,"LM_AR_DIFF_LMER",-26971.7526666676
"NJ2020","7","1","T0_T24","c_V3","VP",-1980.17995333336,556.258857970835,0.760081089953045,"LM_AR_DIFF_LMER",-47524.3188800007
"NJ2020","1","1","T0_T17","c_V3","VP",12767.7899217172,2778.74093788148,NA,"VPCL_SR_AVG",NA
"NJ2020","1","1","T0_T20","c_V3","VP",14220.1014527778,1912.07098842944,NA,"VPCL_SR_AVG",NA
"NJ2020","1","1","T0_T24","c_V3","VP",14552.3708179894,2013.41178338799,NA,"VPCL_SR_AVG",NA
"NJ2020","1","1","T0_T3","c_V3","VP",16601.0853222222,8308.86748588104,NA,"VPCL_SR_AVG",NA
"NJ2020","1","1","T0_T6","c_V3","VP",16601.0853222222,8308.86748588104,NA,"VPCL_SR_AVG",NA
"NJ2020","2","1","T0_T17.5","c_V3","VP",1606.60364347826,1356.29255455409,NA,"VPCL_SR_AVG",NA
"NJ2020","2","1","T0_T20.5","c_V3","VP",7035.48993243379,3421.45157665667,NA,"VPCL_SR_AVG",NA
"NJ2020","2","1","T0_T24","c_V3","VP",10965.1831103786,4541.54894975393,NA,"VPCL_SR_AVG",NA
"NJ2020","2","1","T0_T3","c_V3","VP",0,0,NA,"VPCL_SR_AVG",NA
"NJ2020","2","1","T0_T6","c_V3","VP",0,0,NA,"VPCL_SR_AVG",NA
"NJ2020","3","1","T0_T12","c_V3","VP",31807.3100222222,16500.7606908941,NA,"VPCL_SR_AVG",NA
"NJ2020","3","1","T0_T24","c_V3","VP",38192.7871231481,5466.01468189551,NA,"VPCL_SR_AVG",NA
"NJ2020","3","1","T0_T3","c_V3","VP",38374.8884888889,19991.1486897544,NA,"VPCL_SR_AVG",NA
"NJ2020","3","1","T0_T6","c_V3","VP",38374.8884888889,19991.1486897544,NA,"VPCL_SR_AVG",NA
"NJ2020","3","1","T0_T9","c_V3","VP",31807.3100222222,16500.7606908941,NA,"VPCL_SR_AVG",NA
"NJ2020","4","1","T0_T12","c_V3","VP",197375.618077778,37489.2581478728,NA,"VPCL_SR_AVG",NA
"NJ2020","4","1","T0_T24","c_V3","VP",142254.509472222,51139.6077970481,NA,"VPCL_SR_AVG",NA
"NJ2020","4","1","T0_T3","c_V3","VP",0,0,NA,"VPCL_SR_AVG",NA
"NJ2020","4","1","T0_T6","c_V3","VP",232462.946133333,2660.44303269356,NA,"VPCL_SR_AVG",NA
"NJ2020","4","1","T0_T9","c_V3","VP",197375.618077778,37489.2581478728,NA,"VPCL_SR_AVG",NA
"NJ2020","5","1","T0_T12","c_V3","VP",18121.0599,4657.71988447209,NA,"VPCL_SR_AVG",NA
"NJ2020","5","1","T0_T24","c_V3","VP",16599.8567791667,5258.57488619295,NA,"VPCL_SR_AVG",NA
"NJ2020","5","1","T0_T3","c_V3","VP",7294.25482222223,7294.25482222223,NA,"VPCL_SR_AVG",NA
"NJ2020","5","1","T0_T6","c_V3","VP",7294.25482222223,7294.25482222223,NA,"VPCL_SR_AVG",NA
"NJ2020","5","1","T0_T9","c_V3","VP",18121.0599,4657.71988447209,NA,"VPCL_SR_AVG",NA
"NJ2020","6","1","T0_T12","c_V3","VP",46798.2428722222,22456.0428092413,NA,"VPCL_SR_AVG",NA
"NJ2020","6","1","T0_T24","c_V3","VP",28073.3028316666,7479.27925489824,NA,"VPCL_SR_AVG",NA
"NJ2020","6","1","T0_T3","c_V3","VP",0,0,NA,"VPCL_SR_AVG",NA
"NJ2020","6","1","T0_T6","c_V3","VP",16045.1587888889,16045.1587888889,NA,"VPCL_SR_AVG",NA
"NJ2020","6","1","T0_T9","c_V3","VP",32615.1907555555,9109.87769503263,NA,"VPCL_SR_AVG",NA
"NJ2020","7","1","T0_T12","c_V3","VP",4353.68968888889,2810.64064959333,NA,"VPCL_SR_AVG",NA
"NJ2020","7","1","T0_T24","c_V3","VP",2794.03093888889,1460.88231835251,NA,"VPCL_SR_AVG",NA
"NJ2020","7","1","T0_T3","c_V3","VP",3034.59098888889,3034.59098888889,NA,"VPCL_SR_AVG",NA
"NJ2020","7","1","T0_T6","c_V3","VP",3733.43246111111,2973.93347915008,NA,"VPCL_SR_AVG",NA
"NJ2020","7","1","T0_T9","c_V3","VP",3733.43246111111,2973.93347915008,NA,"VPCL_SR_AVG",NA
"NJ2020","1","1","T0_T3","c_V3","VP",15686.6344888889,NA,NA,"VPCL_AR",47059.9034666667
"NJ2020","1","1","T0_T6","c_V3","VP",15686.6344888889,NA,NA,"VPCL_AR",47059.9034666667
"NJ2020","1","1","T0_T17","c_V3","VP",11065.6360186869,NA,NA,"VPCL_AR",117950.9165
"NJ2020","1","1","T0_T20","c_V3","VP",12002.6033456349,NA,NA,"VPCL_AR",163519.9143
"NJ2020","1","1","T0_T24","c_V3","VP",12002.6033456349,NA,NA,"VPCL_AR",163519.9143
"NJ2020","2","1","T0_T3","c_V3","VP",0,NA,NA,"VPCL_AR",0
"NJ2020","2","1","T0_T6","c_V3","VP",0,NA,NA,"VPCL_AR",0
