"Location","Station_Number","Depth","Time_Range","Population","Sample_Type","VP","abs_VP","VP_SE","VP_R_Squared","VP_Type","B_0","B_OS","V_OS","c_VP","c_abs_VP","c_VP_SE","P_Cells_BS_10","Rate_BS_10","P_BP_Lysed_BS_10","P_B_Loss_BS_10","P_Cells_BS_25","Rate_BS_25","P_BP_Lysed_BS_25","P_B_Loss_BS_25","P_Cells_BS_40","Rate_BS_40","P_BP_Lysed_BS_40","P_B_Loss_BS_40","V_TT","DOC_V","DON_V","DOP_V","DOC_B_BS_10","Total_DOC_BS_10","DON_B_BS_10","Total_DON_BS_10","DOP_B_BS_10","Total_DOP_BS_10","DOC_B_BS_25","Total_DOC_BS_25","DON_B_BS_25","Total_DON_BS_25","DOP_B_BS_25","Total_DOP_BS_25","DOC_B_BS_40","Total_DOC_BS_40","DON_B_BS_40","Total_DON_BS_40","DOP_B_BS_40","Total_DOP_BS_40"
"NJ2020",4,1,"T0_T24","c_V1","VP",1421231.70513889,18558724.6033333,122057.799985805,NA,"VPCL_AR_SE",1534541.57766667,8163509.061,183418451.4,7560719.15648156,98729365.606557,649327.441270729,120.939861607091,756071.915648157,280.026635425243,222.278505970482,48.3759446428362,302428.766259263,112.010654170097,88.9114023881929,30.2349654017726,189017.978912039,70.0066588563108,55.5696264926206,0.041221148138434,4.71824148245889e-11,1.86172446012348e-11,6.75567731185423e-12,1.4365366397315e-08,1.44125488121396e-08,3.78035957824078e-09,3.79897682284202e-09,6.04857532518525e-10,6.1161320983038e-10,5.74614655892599e-09,5.79332897375058e-09,1.51214383129631e-09,1.53076107589755e-09,2.4194301300741e-10,2.48698690319264e-10,3.59134159932874e-09,3.63852401415333e-09,9.45089894560196e-10,9.6370713916143e-10,1.51214383129631e-10,1.57970060441486e-10
"NJ2020",5,1,"T0_T3","c_V1","VP",0,0,0,NA,"VPCL_AR_SE",1337739.87233333,3297775.947,137359967.1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",5,1,"T0_T6","c_V1","VP",0,0,0,NA,"VPCL_AR_SE",1337739.87233333,3297775.947,137359967.1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",5,1,"T0_T9","c_V1","VP",0,0,0,NA,"VPCL_AR_SE",1337739.87233333,3297775.947,137359967.1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",5,1,"T0_T12","c_V1","VP",956066.094444444,2868198.28333333,429145.927069357,NA,"VPCL_AR_SE",1337739.87233333,3297775.947,137359967.1,2356879.56620575,7070638.69861724,1057923.9995096,21.4406279027216,235687.956620575,87.291835785398,171.525023221773,8.57625116108864,94275.1826482299,34.9167343141592,68.6100092887092,5.3601569756804,58921.9891551437,21.8229589463495,42.8812558054432,0.017158416793227,3.17397275227504e-11,1.2523866636848e-11,4.5445608900487e-12,4.47807117579092e-09,4.50981090331367e-09,1.17843978310287e-09,1.19096364973972e-09,1.8855036529646e-10,1.93094926186508e-10,1.79122847031637e-09,1.82296819783912e-09,4.71375913241149e-10,4.83899779877997e-10,7.54201461185839e-11,7.99647070086326e-11,1.11951779394773e-09,1.15125752147048e-09,2.94609945775718e-10,3.07133812412566e-10,4.71375913241149e-11,5.16821522141636e-11
"NJ2020",5,1,"T0_T24","c_V1","VP",956066.094444444,2868198.28333333,429145.927069357,NA,"VPCL_AR_SE",1337739.87233333,3297775.947,137359967.1,2356879.56620575,7070638.69861724,1057923.9995096,21.4406279027216,235687.956620575,87.291835785398,171.525023221773,8.57625116108864,94275.1826482299,34.9167343141592,68.6100092887092,5.3601569756804,58921.9891551437,21.8229589463495,42.8812558054432,0.017158416793227,3.17397275227504e-11,1.2523866636848e-11,4.5445608900487e-12,4.47807117579092e-09,4.50981090331367e-09,1.17843978310287e-09,1.19096364973972e-09,1.8855036529646e-10,1.93094926186508e-10,1.79122847031637e-09,1.82296819783912e-09,4.71375913241149e-10,4.83899779877997e-10,7.54201461185839e-11,7.99647070086326e-11,1.11951779394773e-09,1.15125752147048e-09,2.94609945775718e-10,3.07133812412566e-10,4.71375913241149e-11,5.16821522141636e-11
"NJ2020",6,1,"T0_T3","c_V1","VP",0,0,0,NA,"VPCL_AR_SE",1258635.39433333,4702883.031,153088962.1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",6,1,"T0_T6","c_V1","VP",0,0,0,NA,"VPCL_AR_SE",1258635.39433333,4702883.031,153088962.1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",6,1,"T0_T9","c_V1","VP",0,0,0,NA,"VPCL_AR_SE",1258635.39433333,4702883.031,153088962.1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",6,1,"T0_T12","c_V1","VP",0,0,0,NA,"VPCL_AR_SE",1258635.39433333,4702883.031,153088962.1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",6,1,"T0_T24","c_V1","VP",0,0,0,NA,"VPCL_AR_SE",1258635.39433333,4702883.031,153088962.1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",7,1,"T0_T3","c_V1","VP",0,0,0,NA,"VPCL_AR_SE",906183.368866667,3599258.649,133369028,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",7,1,"T0_T6","c_V1","VP",0,0,0,NA,"VPCL_AR_SE",906183.368866667,3599258.649,133369028,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",7,1,"T0_T9","c_V1","VP",0,0,0,NA,"VPCL_AR_SE",906183.368866667,3599258.649,133369028,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",7,1,"T0_T12","c_V1","VP",427571.903666667,1282715.711,93529.5657183617,NA,"VPCL_AR_SE",906183.368866667,3599258.649,133369028,1698267.61913138,5094802.85739413,371488.93912062,14.1551451402628,169826.761913138,62.8988007085696,113.241161122103,5.66205805610513,67930.7047652552,25.1595202834278,45.2964644488411,3.53878628506571,42456.6904782845,15.7247001771424,28.3102902805257,0.0127335982319027,1.41946417696672e-11,5.60092396362636e-12,2.03241863965098e-12,3.22670847634962e-09,3.24090311811929e-09,8.49133809565689e-10,8.54734733529316e-10,1.3586140953051e-10,1.37893828170161e-10,1.29068339053985e-09,1.30487803230952e-09,3.39653523826276e-10,3.45254447789902e-10,5.43445638122041e-11,5.63769824518551e-11,8.06677119087405e-10,8.20871760857072e-10,2.12283452391422e-10,2.17884376355049e-10,3.39653523826276e-11,3.59977710222786e-11
"NJ2020",7,1,"T0_T24","c_V1","VP",427571.903666667,1282715.711,93529.5657183617,NA,"VPCL_AR_SE",906183.368866667,3599258.649,133369028,1698267.61913138,5094802.85739413,371488.93912062,14.1551451402628,169826.761913138,62.8988007085696,113.241161122103,5.66205805610513,67930.7047652552,25.1595202834278,45.2964644488411,3.53878628506571,42456.6904782845,15.7247001771424,28.3102902805257,0.0127335982319027,1.41946417696672e-11,5.60092396362636e-12,2.03241863965098e-12,3.22670847634962e-09,3.24090311811929e-09,8.49133809565689e-10,8.54734733529316e-10,1.3586140953051e-10,1.37893828170161e-10,1.29068339053985e-09,1.30487803230952e-09,3.39653523826276e-10,3.45254447789902e-10,5.43445638122041e-11,5.63769824518551e-11,8.06677119087405e-10,8.20871760857072e-10,2.12283452391422e-10,2.17884376355049e-10,3.39653523826276e-11,3.59977710222786e-11
"NJ2020",1,1,"T0_T3","c_V1","VP",0,0,NA,NA,"VPCL_AR_DIFF",1507462.68666667,3454942.339,182285832,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",1,1,"T0_T6","c_V1","VP",0,0,NA,NA,"VPCL_AR_DIFF",1507462.68666667,3454942.339,182285832,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",1,1,"T0_T17","c_V1","VP",143491.369151515,1578405.06066667,NA,NA,"VPCL_AR_DIFF",1507462.68666667,3454942.339,182285832,328866.784529752,3617534.62982728,NA,10.4706078274937,32886.6784529752,12.1802512788797,22.8449625327135,4.18824313099748,13154.6713811901,4.87210051155188,9.13798501308539,2.61765195687343,8221.6696132438,3.04506281971993,5.71124063317837,0.00180412696325051,4.7636632919003e-12,1.879647004778e-12,6.82071321318474e-13,6.24846890606529e-10,6.29610553898429e-10,1.64433392264876e-10,1.66313039269654e-10,2.63093427623802e-11,2.69914140836986e-11,2.49938756242612e-10,2.54702419534512e-10,6.57733569059504e-11,6.76530039107284e-11,1.05237371049521e-11,1.12058084262705e-11,1.56211722651632e-10,1.60975385943532e-10,4.1108348066219e-11,4.2987995070997e-11,6.57733569059504e-12,7.25940701191351e-12
"NJ2020",1,1,"T0_T20","c_V1","VP",143491.369151515,1578405.06066667,NA,NA,"VPCL_AR_DIFF",1507462.68666667,3454942.339,182285832,328866.784529752,3617534.62982728,NA,10.4706078274937,32886.6784529752,12.1802512788797,22.8449625327135,4.18824313099748,13154.6713811901,4.87210051155188,9.13798501308539,2.61765195687343,8221.6696132438,3.04506281971993,5.71124063317837,0.00180412696325051,4.7636632919003e-12,1.879647004778e-12,6.82071321318474e-13,6.24846890606529e-10,6.29610553898429e-10,1.64433392264876e-10,1.66313039269654e-10,2.63093427623802e-11,2.69914140836986e-11,2.49938756242612e-10,2.54702419534512e-10,6.57733569059504e-11,6.76530039107284e-11,1.05237371049521e-11,1.12058084262705e-11,1.56211722651632e-10,1.60975385943532e-10,4.1108348066219e-11,4.2987995070997e-11,6.57733569059504e-12,7.25940701191351e-12
"NJ2020",1,1,"T0_T24","c_V1","VP",132985.422867424,2068322.967,NA,NA,"VPCL_AR_DIFF",1507462.68666667,3454942.339,182285832,304788.28563939,4740373.77682339,NA,13.7205582950349,30478.828563939,11.2884550236811,21.1723326689805,5.48822331801398,12191.5314255756,4.51538200947244,8.46893306759219,3.43013957375874,7619.70714098474,2.82211375592028,5.29308316724512,0.00167203496999915,4.41488419141409e-12,1.74202569290384e-12,6.32132396726261e-13,5.79097742714841e-10,5.83512626906255e-10,1.52394142819695e-10,1.54136168512599e-10,2.43830628511512e-11,2.50151952478774e-11,2.31639097085936e-10,2.3605398127735e-10,6.0957657127878e-11,6.26996828207818e-11,9.75322514046047e-12,1.03853575371867e-11,1.4477443567871e-10,1.49189319870124e-10,3.80985357049237e-11,3.98405613978276e-11,6.0957657127878e-12,6.72789810951406e-12
"NJ2020",2,1,"T0_T3","c_V1","VP",0,0,NA,NA,"VPCL_AR_DIFF",856929.637533333,3231054.366,204686985.2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",2,1,"T0_T6","c_V1","VP",0,0,NA,NA,"VPCL_AR_DIFF",856929.637533333,3231054.366,204686985.2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NJ2020",2,1,"T0_T17.5","c_V1","VP",2489636.09072464,28630815.0433333,NA,NA,"VPCL_AR_DIFF",856929.637533333,3231054.366,204686985.2,9387176.27253745,107952527.13418,NA,334.109287265953,938717.627253745,347.673195279165,697.271556033294,133.643714906381,375487.050901498,139.069278111666,278.908622413317,83.5273218164881,234679.406813436,86.9182988197912,174.317889008323,0.0458611291937551,8.26515777618107e-11,3.26126724456609e-11,1.18342266022262e-11,1.78356349178211e-08,1.7918286495583e-08,4.69358813626872e-09,4.72620080871438e-09,7.50974101802996e-10,7.62808328405222e-10,7.13425396712846e-09,7.21690554489027e-09,1.87743525450749e-09,1.91004792695315e-09,3.00389640721198e-10,3.12223867323424e-10,4.45890872945529e-09,4.5415603072171e-09,1.17339703406718e-09,1.20600970651284e-09,1.87743525450749e-10,1.99577752052975e-10
"NJ2020",2,1,"T0_T20.5","c_V1","VP",3444146.53057471,49940124.6933333,NA,NA,"VPCL_AR_DIFF",856929.637533333,3231054.366,204686985.2,12986159.1866395,188299308.206273,NA,582.779758173444,1298615.91866395,480.968858764427,964.6009790457,233.111903269378,519446.367465581,192.387543505771,385.84039161828,145.694939543361,324653.979665988,120.242214691107,241.150244761425,0.0634439907058611,1.14339660264168e-10,4.51161609823062e-11,1.63713928497192e-11,2.46737024546151e-08,2.47880421148793e-08,6.49307959331976e-09,6.53819575430207e-09,1.03889273493116e-09,1.05526412778088e-09,9.86948098184603e-09,9.9838206421102e-09,2.5972318373279e-09,2.64234799831021e-09,4.15557093972465e-10,4.31928486822184e-10,6.16842561365377e-09,6.28276527391794e-09,1.62326989832994e-09,1.66838605931225e-09,2.5972318373279e-10,2.7609457658251e-10
"NJ2020",2,1,"T0_T24","c_V1","VP",4289045.56462963,77202820.1633333,NA,NA,"VPCL_AR_DIFF",856929.637533333,3231054.366,204686985.2,16171852.1458309,291093338.624955,NA,900.923678933093,1617185.21458309,598.957486882625,1201.23157191079,360.369471573237,646874.085833235,239.58299475305,480.492628764317,225.230919733273,404296.303645772,149.739371720656,300.307892977698,0.0790077206424694,1.42388835191474e-10,5.61838088003728e-11,2.0387532663188e-11,3.07265190770786e-08,3.08689079122701e-08,8.08592607291543e-09,8.14210988171581e-09,1.29374817166647e-09,1.31413570432966e-09,1.22906076308315e-08,1.24329964660229e-08,3.23437042916617e-09,3.29055423796655e-09,5.17499268666588e-10,5.37886801329776e-10,7.68162976926966e-09,7.82401860446113e-09,2.02148151822886e-09,2.07766532702923e-09,3.23437042916617e-10,3.43824575579805e-10
"NJ2020",3,1,"T0_T3","c_V1","VP",716104.334444445,2148313.00333333,NA,NA,"VPCL_AR_DIFF",2536886.99366667,6665980.231,226495057.7,1881651.54721405,5644954.64164214,NA,8.46830390433862,188165.154721405,69.6907980449648,67.7464312347091,3.38732156173545,75266.061888562,27.8763192179859,27.0985724938837,2.11707597608466,47041.2886803512,17.4226995112412,16.9366078086773,0.00830769362617333,2.3773415441884e-11,9.38051797335457e-12,3.40392758452714e-12,3.57513793970669e-09,3.59891135514858e-09,9.40825773607025e-10,9.50206291580379e-10,1.50532123777124e-10,1.53936051361651e-10,1.43005517588268e-09,1.45382859132456e-09,3.7633030944281e-10,3.85710827416165e-10,6.02128495108496e-11,6.36167770953767e-11,8.93784484926674e-10,9.17557900368558e-10,2.35206443401756e-10,2.44586961375111e-10,3.7633030944281e-11,4.10369585288081e-11
"NJ2020",3,1,"T0_T6","c_V1","VP",716104.334444445,2148313.00333333,NA,NA,"VPCL_AR_DIFF",2536886.99366667,6665980.231,226495057.7,1881651.54721405,5644954.64164214,NA,8.46830390433862,188165.154721405,69.6907980449648,67.7464312347091,3.38732156173545,75266.061888562,27.8763192179859,27.0985724938837,2.11707597608466,47041.2886803512,17.4226995112412,16.9366078086773,0.00830769362617333,2.3773415441884e-11,9.38051797335457e-12,3.40392758452714e-12,3.57513793970669e-09,3.59891135514858e-09,9.40825773607025e-10,9.50206291580379e-10,1.50532123777124e-10,1.53936051361651e-10,1.43005517588268e-09,1.45382859132456e-09,3.7633030944281e-10,3.85710827416165e-10,6.02128495108496e-11,6.36167770953767e-11,8.93784484926674e-10,9.17557900368558e-10,2.35206443401756e-10,2.44586961375111e-10,3.7633030944281e-11,4.10369585288081e-11
"NJ2020",3,1,"T0_T9","c_V1","VP",716104.334444445,2148313.00333333,NA,NA,"VPCL_AR_DIFF",2536886.99366667,6665980.231,226495057.7,1881651.54721405,5644954.64164214,NA,8.46830390433862,188165.154721405,69.6907980449648,67.7464312347091,3.38732156173545,75266.061888562,27.8763192179859,27.0985724938837,2.11707597608466,47041.2886803512,17.4226995112412,16.9366078086773,0.00830769362617333,2.3773415441884e-11,9.38051797335457e-12,3.40392758452714e-12,3.57513793970669e-09,3.59891135514858e-09,9.40825773607025e-10,9.50206291580379e-10,1.50532123777124e-10,1.53936051361651e-10,1.43005517588268e-09,1.45382859132456e-09,3.7633030944281e-10,3.85710827416165e-10,6.02128495108496e-11,6.36167770953767e-11,8.93784484926674e-10,9.17557900368558e-10,2.35206443401756e-10,2.44586961375111e-10,3.7633030944281e-11,4.10369585288081e-11
"NJ2020",3,1,"T0_T12","c_V1","VP",716104.334444445,2148313.00333333,NA,NA,"VPCL_AR_DIFF",2536886.99366667,6665980.231,226495057.7,1881651.54721405,5644954.64164214,NA,8.46830390433862,188165.154721405,69.6907980449648,67.7464312347091,3.38732156173545,75266.061888562,27.8763192179859,27.0985724938837,2.11707597608466,47041.2886803512,17.4226995112412,16.9366078086773,0.00830769362617333,2.3773415441884e-11,9.38051797335457e-12,3.40392758452714e-12,3.57513793970669e-09,3.59891135514858e-09,9.40825773607025e-10,9.50206291580379e-10,1.50532123777124e-10,1.53936051361651e-10,1.43005517588268e-09,1.45382859132456e-09,3.7633030944281e-10,3.85710827416165e-10,6.02128495108496e-11,6.36167770953767e-11,8.93784484926674e-10,9.17557900368558e-10,2.35206443401756e-10,2.44586961375111e-10,3.7633030944281e-11,4.10369585288081e-11
"NJ2020",3,1,"T0_T24","c_V1","VP",885569.462777778,14808728.0966667,NA,NA,"VPCL_AR_DIFF",2536886.99366667,6665980.231,226495057.7,2326941.85700477,38911740.6431881,NA,58.3736214251429,232694.185700477,86.1830317409174,83.7785331381587,23.3494485700572,93077.6742801908,34.473212696367,33.5114132552635,14.5934053562857,58173.5464251192,21.5457579352293,20.9446332845397,0.0102736981576299,2.93993622557739e-11,1.16004049447425e-11,4.20946247267551e-12,4.42118952830906e-09,4.45058889056484e-09,1.16347092850238e-09,1.17507133344713e-09,1.86155348560382e-10,1.90364811033057e-10,1.76847581132362e-09,1.7978751735794e-09,4.65388371400954e-10,4.76988776345696e-10,7.44621394241526e-11,7.86716018968281e-11,1.10529738207727e-09,1.13469674433304e-09,2.90867732125596e-10,3.02468137070339e-10,4.65388371400954e-11,5.07482996127709e-11
"NJ2020",4,1,"T0_T3","c_V1","VP",484593.352222222,1453780.05666667,NA,NA,"VPCL_AR_DIFF",1534541.57766667,8163509.061,183418451.4,2577957.0129222,7733871.03876661,NA,9.47370913779477,257795.70129222,95.4798893674888,75.789673102358,3.78948365511791,103118.280516888,38.1919557469955,30.3158692409432,2.36842728444869,64448.9253230549,23.8699723418722,18.9474182755895,0.0140550582193074,1.60876544500902e-11,6.34786920234924e-12,2.30346417353751e-12,4.89811832455217e-09,4.91420597900226e-09,1.2889785064611e-09,1.29532637566345e-09,2.06236561033776e-10,2.08540025207313e-10,1.95924732982087e-09,1.97533498427096e-09,5.15591402584439e-10,5.21939271786788e-10,8.24946244135103e-11,8.47980885870478e-11,1.22452958113804e-09,1.24061723558813e-09,3.22244626615275e-10,3.28592495817624e-10,5.15591402584439e-11,5.38626044319814e-11
"NJ2020",4,1,"T0_T6","c_V1","VP",2591806.05333333,15550836.32,NA,NA,"VPCL_AR_DIFF",1534541.57766667,8163509.061,183418451.4,13787982.3581667,82727894.1490003,NA,101.338644363391,1378798.23581667,510.666013265433,405.354577453565,40.5354577453566,551519.294326668,204.266405306173,162.141830981426,25.3346610908479,344699.558954167,127.666503316358,101.338644363391,0.0751722754876923,8.60434423965396e-11,3.39510349223122e-11,1.23198809088764e-11,2.61971664805167e-08,2.62832099229133e-08,6.89399117908335e-09,6.92794221400566e-09,1.10303858865334e-09,1.11535846956221e-09,1.04788665922067e-08,1.05649100346032e-08,2.75759647163334e-09,2.79154750655565e-09,4.41215435461334e-10,4.53535316370211e-10,6.54929162012918e-09,6.63533506252572e-09,1.72349779477084e-09,1.75744882969315e-09,2.75759647163334e-10,2.8807952807221e-10
"NJ2020",4,1,"T0_T9","c_V1","VP",1750502.03888889,15754518.35,NA,NA,"VPCL_AR_DIFF",1534541.57766667,8163509.061,183418451.4,9312383.23141255,83811449.0827129,NA,102.665959523595,931238.323141255,344.903082644909,273.775892062921,41.0663838094381,372495.329256502,137.961233057964,109.510356825168,25.6664898808988,232809.580785314,86.2257706612273,68.4439730157302,0.0507712455335481,5.81136158527176e-11,2.29304796080172e-11,8.32082964777413e-12,1.76935281396839e-08,1.77516417555366e-08,4.65619161570628e-09,4.67912209531429e-09,7.44990658513004e-10,7.53311488160778e-10,7.07741125587354e-09,7.13552487172626e-09,1.86247664628251e-09,1.88540712589053e-09,2.97996263405202e-10,3.06317093052976e-10,4.42338203492096e-09,4.48149565077368e-09,1.16404790392657e-09,1.18697838353459e-09,1.86247664628251e-10,1.94568494276025e-10
"NJ2020",4,1,"T0_T12","c_V1","VP",1750502.03888889,15754518.35,NA,NA,"VPCL_AR_DIFF",1534541.57766667,8163509.061,183418451.4,9312383.23141255,83811449.0827129,NA,102.665959523595,931238.323141255,344.903082644909,273.775892062921,41.0663838094381,372495.329256502,137.961233057964,109.510356825168,25.6664898808988,232809.580785314,86.2257706612273,68.4439730157302,0.0507712455335481,5.81136158527176e-11,2.29304796080172e-11,8.32082964777413e-12,1.76935281396839e-08,1.77516417555366e-08,4.65619161570628e-09,4.67912209531429e-09,7.44990658513004e-10,7.53311488160778e-10,7.07741125587354e-09,7.13552487172626e-09,1.86247664628251e-09,1.88540712589053e-09,2.97996263405202e-10,3.06317093052976e-10,4.42338203492096e-09,4.48149565077368e-09,1.16404790392657e-09,1.18697838353459e-09,1.86247664628251e-10,1.94568494276025e-10
"NJ2020",4,1,"T0_T24","c_V1","VP",1000579.69791667,18762406.6333333,NA,NA,"VPCL_AR_DIFF",1534541.57766667,8163509.061,183418451.4,5322919.59310449,99812920.5402696,NA,122.267176767294,532291.959310449,197.145170114981,156.48916327516,48.9068707069177,212916.78372418,78.8580680459925,62.595665310064,30.5667941918236,133072.989827612,49.2862925287453,39.12229081879,0.0290206331613619,3.32175015526779e-11,1.31069669440873e-11,4.75615168130310e-12,1.01135472268985e-08,1.01467647284512e-08,2.66145979655225e-09,2.67456676349633e-09,4.25833567448359e-10,4.30589719129662e-10,4.04541889075941e-09,4.07863639231209e-09,1.0645839186209e-09,1.07769088556499e-09,1.70333426979344e-10,1.75089578660647e-10,2.52838680672463e-09,2.56160430827731e-09,6.65364949138061e-10,6.78471916082149e-10,1.0645839186209e-10,1.11214543543393e-10
"NJ2020",5,1,"T0_T3","c_V1","VP",203930.823333333,611792.469999999,NA,NA,"VPCL_AR_DIFF",1337739.87233333,3297775.947,137359967.1,502727.157909663,1508181.47372899,NA,4.57332911018709,50272.7157909663,18.6195243670246,36.5866328814967,1.82933164407483,20109.0863163865,7.44780974680982,14.6346531525987,1.14333227754677,12568.1789477416,4.65488109175614,9.14665822037417,0.00365992485673552,6.77014780013859e-12,2.67136597502013e-12,9.69363989980871e-13,9.5518160002836e-10,9.61951747828498e-10,2.51363578954831e-10,2.54034944929852e-10,4.0218172632773e-11,4.11875366227539e-11,3.82072640011344e-10,3.88842787811482e-10,1.00545431581933e-10,1.03216797556953e-10,1.60872690531092e-11,1.70566330430901e-11,2.3879540000709e-10,2.45565547807229e-10,6.28408947387079e-11,6.5512260713728e-11,1.00545431581933e-11,1.10239071481741e-11
"NJ2020",5,1,"T0_T6","c_V1","VP",293980.184444444,1763881.10666667,NA,NA,"VPCL_AR_DIFF",1337739.87233333,3297775.947,137359967.1,724715.470627715,4348292.8237663,NA,13.1855313812995,72471.5470627715,26.8413137269524,52.7421255251977,5.27421255251978,28988.6188251086,10.736525490781,21.0968502100791,3.29638284532487,18117.8867656929,6.7103284317381,13.1855313812994,0.00527603118964139,9.75962959629542e-12,3.85095616846198e-12,1.3974042761676e-12,1.37695939419266e-09,1.38671902378895e-09,3.62357735313857e-10,3.66208691482319e-10,5.79772376502172e-11,5.93746419263848e-11,5.50783757677063e-10,5.60543387273359e-10,1.44943094125543e-10,1.48794050294005e-10,2.31908950600869e-11,2.45882993362545e-11,3.44239848548165e-10,3.5399947814446e-10,9.05894338284644e-11,9.44403899969263e-11,1.44943094125543e-11,1.58917136887219e-11
"NJ2020",5,1,"T0_T9","c_V1","VP",293980.184444444,1763881.10666667,NA,NA,"VPCL_AR_DIFF",1337739.87233333,3297775.947,137359967.1,724715.470627715,4348292.8237663,NA,13.1855313812995,72471.5470627715,26.8413137269524,52.7421255251977,5.27421255251978,28988.6188251086,10.736525490781,21.0968502100791,3.29638284532487,18117.8867656929,6.7103284317381,13.1855313812994,0.00527603118964139,9.75962959629542e-12,3.85095616846198e-12,1.3974042761676e-12,1.37695939419266e-09,1.38671902378895e-09,3.62357735313857e-10,3.66208691482319e-10,5.79772376502172e-11,5.93746419263848e-11,5.50783757677063e-10,5.60543387273359e-10,1.44943094125543e-10,1.48794050294005e-10,2.31908950600869e-11,2.45882993362545e-11,3.44239848548165e-10,3.5399947814446e-10,9.05894338284644e-11,9.44403899969263e-11,1.44943094125543e-11,1.58917136887219e-11
"NJ2020",5,1,"T0_T12","c_V1","VP",625023.139444444,4632079.39,NA,NA,"VPCL_AR_DIFF",1337739.87233333,3297775.947,137359967.1,1540797.51841673,11418931.5223835,NA,34.6261592840211,154079.751841673,57.0665747561752,112.133574373485,13.8504637136084,61631.9007366692,22.8266299024701,44.8534297493941,8.65653982100527,38519.9379604183,14.2666436890438,28.0333935933713,0.0112172239914342,2.07496785595229e-11,8.18741140265498e-12,2.97098258310815e-12,2.92751528499179e-09,2.94826496355131e-09,7.70398759208366e-10,7.78586170611021e-10,1.23263801473338e-10,1.26234784056447e-10,1.17100611399672e-09,1.19175579255624e-09,3.08159503683346e-10,3.16346915086001e-10,4.93055205893354e-11,5.22765031724435e-11,7.31878821247947e-10,7.5262849980747e-10,1.92599689802091e-10,2.00787101204746e-10,3.08159503683346e-11,3.37869329514428e-11
"NJ2020",5,1,"T0_T24","c_V1","VP",625023.139444444,4632079.39,NA,NA,"VPCL_AR_DIFF",1337739.87233333,3297775.947,137359967.1,1540797.51841673,11418931.5223835,NA,34.6261592840211,154079.751841673,57.0665747561752,112.133574373485,13.8504637136084,61631.9007366692,22.8266299024701,44.8534297493941,8.65653982100527,38519.9379604183,14.2666436890438,28.0333935933713,0.0112172239914342,2.07496785595229e-11,8.18741140265498e-12,2.97098258310815e-12,2.92751528499179e-09,2.94826496355131e-09,7.70398759208366e-10,7.78586170611021e-10,1.23263801473338e-10,1.26234784056447e-10,1.17100611399672e-09,1.19175579255624e-09,3.08159503683346e-10,3.16346915086001e-10,4.93055205893354e-11,5.22765031724435e-11,7.31878821247947e-10,7.5262849980747e-10,1.92599689802091e-10,2.00787101204746e-10,3.08159503683346e-11,3.37869329514428e-11
"NJ2020",6,1,"T0_T3","c_V1","VP",0,0,NA,NA,"VPCL_AR_DIFF",1258635.39433333,4702883.031,153088962.1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
