"Location","Station_Number","Depth","Time_Range","Population","Sample_Type","VP","abs_VP","VP_SE","VP_R_Squared","VP_Type","B_0","B_OS","V_OS","c_VP","c_abs_VP","c_VP_SE","%Cells_BS_10","Rate_BS_10","%BP_Lysed_BS_10","%B_Loss_BS_10","%Cells_BS_25","Rate_BS_25","%BP_Lysed_BS_25","%B_Loss_BS_25","%Cells_BS_40","Rate_BS_40","%BP_Lysed_BS_40","%B_Loss_BS_40","V_TT","DOC_B_BS_10","DOC_B_BS_25","DOC_B_BS_40","DON_B_BS_10","DON_B_BS_25","DON_B_BS_40","DOV_B_BS_10","DOV_B_BS_25","DOV_B_BS_40","DOC_V","DON_V","DOP_V"
"NJ2020",3,1,"T0_T3","c_Viruses","VP",517242.358888888,1551727.07666666,450865.477952948,0.247570984596459,"LM_AP",2536886.99366667,6665980.231,226495057.7,1359117.43313631,4077352.29940892,1184704.07644402,6.11665825297123,135911.743313631,50.3376827087523,48.93326602377,2.44666330118849,54364.6973254525,20.1350730835009,19.573306409508,1.52916456324281,33977.9358284078,12.5844206771881,12.2333165059425,0.0060006494046175,2.58232312295899e-09,1.0329292491836e-09,6.45580780739748e-10,6.79558716568156e-10,2.71823486627262e-10,1.69889679142039e-10,1.08729394650905e-10,4.3491757860362e-11,2.71823486627262e-11,1.12800823211478e-12,4.45089664180205e-13,1.61510589265373e-13
"NJ2020",3,1,"T0_T6","c_Viruses","VP",-138606.965555555,-831641.793333333,270738.634456831,0.0360916987682438,"LM_AP",2536886.99366667,6665980.231,226495057.7,-364206.720511741,-2185240.32307046,711398.808682727,-3.27819802541274,-36420.6720511741,-13.4891377967312,-13.1127921016509,-1.3112792101651,-14568.2688204697,-5.39565511869247,-5.24511684066037,-0.819549506353185,-9105.16801279354,-3.37228444918279,-3.27819802541273,-0.00160801177831503,-6.91992768972309e-10,-2.76797107588924e-10,-1.72998192243077e-10,-1.82103360255871e-10,-7.28413441023483e-11,-4.55258400639677e-11,-2.91365376409393e-11,-1.16546150563757e-11,-7.28413441023483e-12,-3.0227570400649e-13,-1.19271994437354e-13,-4.32804705539826e-14
"NJ2020",3,1,"T0_T9","c_Viruses","VP",-178968.017333334,-1610712.156,145941.461407609,0.130722909710757,"LM_AP",2536886.99366667,6665980.231,226495057.7,-470260.310571021,-4232342.79513917,383479.003619425,-6.3491679370076,-47026.0310571021,-17.4170485396674,-16.931114498687,-2.53966717480304,-18810.4124228408,-6.96681941586697,-6.7724457994748,-1.5872919842519,-11756.5077642755,-4.35426213491686,-4.23277862467175,-0.00207624976609377,-8.93494590084939e-10,-3.57397836033976e-10,-2.23373647521235e-10,-2.3513015528551e-10,-9.40520621142042e-11,-5.87825388213776e-11,-3.76208248456816e-11,-1.50483299382727e-11,-9.40520621142041e-12,-3.90295561390069e-13,-1.54002883493543e-13,-5.58833387142828e-14
"NJ2020",3,1,"T0_T12","c_Viruses","VP",-313606.254444444,-3763275.05333333,100112.366768828,0.430145059519484,"LM_AP",2536886.99366667,6665980.231,226495057.7,-824038.712667743,-9888464.55201292,263057.4635077,-14.8342242391101,-82403.8712667743,-30.5199523210275,-29.6684484782203,-5.93368969564405,-32961.5485067097,-12.207980928411,-11.8673793912881,-3.70855605977753,-20600.9678166936,-7.62998808025688,-7.41711211955506,-0.00363821939884979,-1.56567355406871e-09,-6.26269421627484e-10,-3.91418388517178e-10,-4.12019356333871e-10,-1.64807742533549e-10,-1.03004839083468e-10,-6.59230970134194e-11,-2.63692388053678e-11,-1.64807742533549e-11,-6.83916215632308e-13,-2.69859767044861e-13,-9.79245610538045e-14
"NJ2020",3,1,"T0_T24","c_Viruses","VP",361534.470583333,8676827.29399999,109150.180133512,0.406772620812918,"LM_AP",2536886.99366667,6665980.231,226495057.7,949975.950742017,22799422.8178084,286805.421288577,34.2026559151498,94997.5950742017,35.1842944719265,34.2026559151498,13.6810623660599,37999.0380296807,14.0737177887706,13.6810623660599,8.55066397878746,23749.3987685504,8.79607361798164,8.55066397878746,0.00419424582765197,1.80495430640983e-09,7.21981722563933e-10,4.51238576602458e-10,4.74987975371008e-10,1.89995190148403e-10,1.18746993842752e-10,7.59980760593613e-11,3.03992304237445e-11,1.89995190148403e-11,7.88438634235802e-13,3.11102239281356e-13,1.12890300610903e-13
"NJ2020",4,1,"T0_T3","c_Viruses","VP",423312.01111111,1269936.03333333,120394.233111847,0.755540071294208,"LM_AP",1534541.57766667,8163509.061,183418451.4,2251950.34701518,6755851.04104555,640477.538832905,8.27567041398982,225195.034701518,83.4055684079698,66.2053633119186,3.31026816559593,90078.0138806074,33.3622273631879,26.4821453247674,2.06891760349746,56298.7586753796,20.8513921019925,16.5513408279796,0.0122776652502867,4.27870565932885e-09,1.71148226373154e-09,1.06967641483221e-09,1.12597517350759e-09,4.50390069403037e-10,2.81493793376898e-10,1.80156027761215e-10,7.20624111044859e-11,4.50390069403037e-11,1.86902063634416e-12,7.37478454227846e-13,2.67610302594291e-13
"NJ2020",4,1,"T0_T6","c_Viruses","VP",3072992.18222222,18437953.0933333,580037.934421501,0.800387320704821,"LM_AP",1534541.57766667,8163509.061,183418451.4,16347813.5027779,98086881.0166674,3085706.50824178,120.152841484875,1634781.35027779,605.47457417696,480.611365939501,48.06113659395,653912.540111117,242.189829670784,192.2445463758,30.0382103712188,408695.337569448,151.36864354424,120.152841484875,0.0891285112157365,3.1060845655278e-08,1.24243382621112e-08,7.76521141381951e-09,8.17390675138896e-09,3.26956270055558e-09,2.04347668784724e-09,1.30782508022223e-09,5.23130032088893e-10,3.26956270055558e-10,1.35679726847866e-11,5.35365277836318e-12,1.9426908430872e-12
"NJ2020",4,1,"T0_T9","c_Viruses","VP",2420796.02,21787164.18,378123.623485495,0.803872533347575,"LM_AP",1534541.57766667,8163509.061,183418451.4,12878237.0785626,115904133.707063,2011555.54950529,141.978324322292,1287823.70785626,476.971743650465,378.608864859446,56.7913297289169,515129.483142502,190.788697460186,151.443545943778,35.4945810805731,321955.926964064,119.242935912616,94.6522162148615,0.0702123313127185,2.44686504492688e-08,9.78746017970754e-09,6.11716261231721e-09,6.43911853928128e-09,2.57564741571251e-09,1.60977963482032e-09,1.030258966285e-09,4.12103586514002e-10,2.57564741571251e-10,1.06883754748273e-11,4.21742086208351e-12,1.53038406288267e-12
"NJ2020",4,1,"T0_T12","c_Viruses","VP",1798379.53111111,21580554.3733333,293364.717383928,0.742977090981929,"LM_AP",1534541.57766667,8163509.061,183418451.4,9567083.62354422,114805003.482531,1560652.09532017,140.631930000537,956708.362354422,354.336430501638,281.263860001075,56.252772000215,382683.344941769,141.734572200655,112.50554400043,35.1579825001344,239177.090588606,88.5841076254095,70.3159650002688,0.0521598756860087,1.8177458884734e-08,7.27098355389361e-09,4.54436472118351e-09,4.78354181177211e-09,1.91341672470884e-09,1.19588545294303e-09,7.65366689883538e-10,3.06146675953415e-10,1.91341672470884e-10,7.94026242440675e-12,3.13306998598418e-12,1.13690346096441e-12
"NJ2020",4,1,"T0_T24","c_Viruses","VP",891115.849583333,21386780.39,189289.535047347,0.580738225330864,"LM_AP",1534541.57766667,8163509.061,183418451.4,4740589.90538114,113774157.729147,1006989.22531714,139.369181658274,474058.990538114,175.577403903005,139.369181658274,55.7476726633096,189623.596215246,70.2309615612021,55.7476726633096,34.8422954145685,118514.747634529,43.8943509757513,34.8422954145685,0.0258457634398125,9.00712082022417e-09,3.60284832808967e-09,2.25178020505604e-09,2.37029495269057e-09,9.48117981076229e-10,5.92573738172643e-10,3.79247192430491e-10,1.51698876972197e-10,9.48117981076229e-11,3.93448300196577e-12,1.55246891663595e-12,5.63347544823081e-13
"NJ2020",5,1,"T0_T3","c_Viruses","VP",197725.657777777,593176.97333333,221411.549490651,0.166230760801188,"LM_AP",1337739.87233333,3297775.947,137359967.1,487430.27834475,1462290.83503425,545820.377637909,4.43417278352248,48743.027834475,18.0529732720278,35.4733822681799,1.77366911340899,19497.21113379,7.22118930881111,14.1893529072719,1.10854319588062,12185.7569586187,4.51324331800694,8.86834556704497,0.00354856140865186,9.26117528855024e-10,3.7044701154201e-10,2.31529382213756e-10,2.43715139172375e-10,9.74860556689499e-11,6.09287847930937e-11,3.899442226758e-11,1.5597768907032e-11,9.74860556689499e-12,4.04545886285997e-13,1.59625778913815e-13,5.79237301809739e-14
"NJ2020",5,1,"T0_T6","c_Viruses","VP",205792.466111111,1234754.79666667,356690.707841475,0.0453943011503993,"LM_AP",1337739.87233333,3297775.947,137359967.1,507316.451315229,3043898.70789139,879308.497238929,9.23015619257103,50731.6451315229,18.7894981968603,36.920624770284,3.69206247702841,20292.6580526092,7.51579927874414,14.7682499081136,2.30753904814276,12682.9112828807,4.69737454921508,9.230156192571,0.00369333556221585,9.63901257498936e-10,3.85560502999574e-10,2.40975314374734e-10,2.53658225657615e-10,1.01463290263046e-10,6.34145564144037e-11,4.05853161052183e-11,1.62341264420873e-11,1.01463290263046e-11,4.21050543108914e-13,1.66138188977481e-13,6.02869016306135e-14
"NJ2020",5,1,"T0_T9","c_Viruses","VP",-65415.7785555564,-588742.007000008,203705.562224096,0.0102071283435943,"LM_AP",1337739.87233333,3297775.947,137359967.1,-161261.980401701,-1451357.82361531,502171.847656003,-4.40102010245911,-16126.1980401701,-5.97266594080375,-11.7360536065576,-1.76040804098364,-6450.47921606805,-2.3890663763215,-4.69442144262304,-1.10025502561478,-4031.54951004253,-1.49316648520094,-2.9340134016394,-0.00117401003950664,-3.06397762763232e-10,-1.22559105105293e-10,-7.65994406908081e-11,-8.06309902008506e-11,-3.22523960803402e-11,-2.01577475502127e-11,-1.29009584321361e-11,-5.16038337285444e-12,-3.22523960803402e-12,-1.33840415099736e-13,-5.28107718671498e-14,-1.91635519093277e-14
"NJ2020",5,1,"T0_T12","c_Viruses","VP",84825.8704444445,1017910.44533333,136429.16919046,0.028878355762252,"LM_AP",1337739.87233333,3297775.947,137359967.1,209111.443129149,2509337.31754978,336323.108797481,7.60918072627868,20911.1443129149,7.74486826404257,15.2183614525574,3.04367229051147,8364.45772516597,3.09794730561703,6.08734458102297,1.90229518156967,5227.78607822873,1.93621706601064,3.80459036313935,0.00152236089993319,3.97311741945384e-10,1.58924696778153e-10,9.93279354863459e-11,1.04555721564575e-10,4.18222886258299e-11,2.61389303911437e-11,1.67289154503319e-11,6.69156618013278e-12,4.18222886258299e-12,1.73553383635706e-13,6.84807211867e-14,2.48497382039939e-14
"NJ2020",5,1,"T0_T24","c_Viruses","VP",31821.2508055556,763710.019333335,64504.1194062974,0.0149824751580392,"LM_AP",1337739.87233333,3297775.947,137359967.1,78445.2625509148,1882686.30122196,159014.572160034,5.7089575868083,7844.52625509148,2.90538009447833,5.70895758680829,2.28358303472332,3137.81050203659,1.16215203779133,2.28358303472332,1.42723939670208,1961.13156377287,0.726345023619582,1.42723939670207,0.000571092613132366,1.49045998846738e-10,5.96183995386953e-11,3.72614997116845e-11,3.92226312754574e-11,1.5689052510183e-11,9.80565781886435e-12,6.27562100407319e-12,2.51024840162927e-12,1.5689052510183e-12,6.51061488657711e-14,2.5689594375038e-14,9.32203521989883e-15
"NJ2020",6,1,"T0_T3","c_Viruses","VP",-170717.838888891,-512153.516666674,396013.088647947,0.0443972556493004,"LM_AP",1258635.39433333,4702883.031,153088962.1,-637886.103643871,-1913658.31093162,1479700.35090487,-4.06911738675479,-63788.6103643871,-23.6254112460693,-32.5529390940383,-1.62764695470192,-25515.4441457549,-9.45016449842772,-13.0211756376153,-1.0172793466887,-15947.1525910968,-5.90635281151733,-8.13823477350957,-0.00416676744615457,-1.21198359692336e-09,-4.84793438769342e-10,-3.02995899230839e-10,-3.18943051821936e-10,-1.27577220728774e-10,-7.97357629554839e-11,-5.10308882915097e-11,-2.04123553166039e-11,-1.27577220728774e-11,-5.2941766363889e-13,-2.08897704299843e-13,-7.58031336894653e-14
"NJ2020",6,1,"T0_T6","c_Viruses","VP",-417555.081111112,-2505330.48666667,288792.844860051,0.229967189804434,"LM_AP",1258635.39433333,4702883.031,153088962.1,-1560191.86676806,-9361151.20060836,1079072.6017092,-19.905132955471,-156019.186676806,-57.7848839543726,-79.6205318218842,-7.96205318218841,-62407.6746707224,-23.1139535817491,-31.8482127287537,-4.97628323886776,-39004.7966692015,-14.4462209885932,-19.905132955471,-0.0101914066524856,-2.96436454685932e-09,-1.18574581874373e-09,-7.41091136714829e-10,-7.80095933384031e-10,-3.12038373353612e-10,-1.95023983346008e-10,-1.24815349341445e-10,-4.9926139736578e-11,-3.12038373353612e-11,-1.29489124816221e-12,-5.10938390683446e-13,-1.85405250219816e-13
"NJ2020",6,1,"T0_T9","c_Viruses","VP",-881236.673333335,-7931130.06000001,378502.256500875,0.351517231564603,"LM_AP",1258635.39433333,4702883.031,153088962.1,-3292735.14472346,-29634616.3025111,1414271.23955625,-63.0137218110009,-329273.514472346,-121.953153508276,-168.036591496003,-25.2054887244004,-131709.405788938,-48.7812614033105,-67.214636598401,-15.7534304527502,-82318.3786180864,-30.488288377069,-42.0091478740006,-0.0215086385037518,-6.25619677497457e-09,-2.50247870998983e-09,-1.56404919374364e-09,-1.64636757236173e-09,-6.58547028944691e-10,-4.11591893090432e-10,-2.63418811577876e-10,-1.05367524631151e-10,-6.58547028944691e-11,-2.73282665564132e-12,-1.07831916806289e-12,-3.91291863788309e-13
"NJ2020",6,1,"T0_T12","c_Viruses","VP",-492565.742444444,-5910788.90933333,259162.544946347,0.217447361834162,"LM_AP",1258635.39433333,4702883.031,153088962.1,-1840468.71891829,-22085624.6270195,968359.17723776,-46.9618837666974,-184046.871891829,-68.165508108085,-93.9237675333947,-18.7847535066789,-73618.7487567318,-27.266203243234,-37.5695070133579,-11.7404709416743,-46011.7179729574,-17.0413770270212,-23.4809418833487,-0.0120222169754869,-3.49689056594476e-09,-1.3987562263779e-09,-8.7422264148619e-10,-9.20234359459147e-10,-3.68093743783659e-10,-2.30058589864787e-10,-1.47237497513464e-10,-5.88949990053854e-11,-3.68093743783659e-11,-1.52750881952772e-12,-6.02724668277695e-13,-2.1871192295064e-13
"NJ2020",6,1,"T0_T24","c_Viruses","VP",-134616.204611111,-3230788.91066667,127764.961305943,0.0648810714863555,"LM_AP",1258635.39433333,4702883.031,153088962.1,-502992.580070058,-12071821.9216814,477392.953660224,-25.6689818609299,-50299.2580070058,-18.6293548174095,-25.6689818609299,-10.267592744372,-20119.7032028023,-7.45174192696382,-10.2675927443719,-6.41724546523248,-12574.8145017514,-4.65733870435239,-6.41724546523247,-0.00328562277234263,-9.5568590213311e-10,-3.82274360853244e-10,-2.38921475533277e-10,-2.51496290035029e-10,-1.00598516014012e-10,-6.28740725087572e-11,-4.02394064056046e-11,-1.60957625622418e-11,-1.00598516014012e-11,-4.17461918432161e-13,-1.64722188892756e-13,-5.97730748076409e-14
"NJ2020",7,1,"T0_T3","c_Viruses","VP",133702.914111111,401108.742333333,216657.651211872,0.0869314781116301,"LM_AP",906183.368866667,3599258.649,133369028,531052.97067279,1593158.91201837,860539.877234377,4.42635294482381,53105.297067279,19.6686285434367,35.4108235585905,1.77054117792952,21242.1188269116,7.86745141737467,14.1643294234362,1.10658823620595,13276.3242668198,4.91715713585917,8.85270588964762,0.00398183130398754,1.0090006442783e-09,4.03600257711321e-10,2.52250161069575e-10,2.65526485336395e-10,1.06210594134558e-10,6.63816213340988e-11,4.24842376538232e-11,1.69936950615293e-11,1.06210594134558e-11,4.4075081961504e-13,1.73911527154215e-13,6.31076286223217e-14
"NJ2020",7,1,"T0_T6","c_Viruses","VP",21122.9566666667,126737.74,139251.499910984,0.00327632057137318,"LM_AP",906183.368866667,3599258.649,133369028,83898.0134561913,503388.080737147,553091.330806114,1.39858823671093,8389.80134561913,3.10733383171079,5.59435294684372,0.559435294684371,3355.92053824765,1.24293353268432,2.23774117873749,0.349647059177732,2097.45033640478,0.776833457927697,1.39858823671093,0.000629066693476924,1.59406225566763e-10,6.37624902267054e-11,3.98515563916909e-11,4.19490067280956e-11,1.67796026912383e-11,1.04872516820239e-11,6.7118410764953e-12,2.68473643059812e-12,1.67796026912383e-12,6.96316944579792e-14,2.74752848607287e-14,9.97001234855374e-15
"NJ2020",7,1,"T0_T9","c_Viruses","VP",-149410.092411111,-1344690.8317,86519.6567318281,0.229711895089528,"LM_AP",906183.368866667,3599258.649,133369028,-593440.120216669,-5340961.08195002,343646.367279957,-14.8390588251665,-59344.0120216669,-21.9792637117285,-39.5708235337772,-5.93562353006659,-23737.6048086667,-8.79170548469139,-15.8283294135109,-3.70976470629162,-14836.0030054167,-5.49481592793212,-9.89270588344431,-0.00444960969661313,-1.12753622841167e-09,-4.51014491364668e-10,-2.81884057102918e-10,-2.96720060108334e-10,-1.18688024043334e-10,-7.41800150270836e-11,-4.74752096173335e-11,-1.89900838469334e-11,-1.18688024043334e-11,-4.92529434580839e-13,-1.94342341124107e-13,-7.05213995296427e-14
"NJ2020",7,1,"T0_T12","c_Viruses","VP",-67488.2729222222,-809859.275066666,58530.6649772367,0.0927808930093599,"LM_AP",906183.368866667,3599258.649,133369028,-268055.84649515,-3216670.15794179,232477.232962811,-8.93703529429733,-26805.584649515,-9.92799431463517,-17.8740705885947,-3.57481411771893,-10722.233859806,-3.97119772585407,-7.14962823543787,-2.23425882357433,-6701.39616237874,-2.48199857865879,-4.46851764714867,-0.00200988078352906,-5.09306108340784e-10,-2.03722443336314e-10,-1.27326527085196e-10,-1.34027923247575e-10,-5.36111692990299e-11,-3.35069808118937e-11,-2.1444467719612e-11,-8.57778708784479e-12,-5.36111692990299e-12,-2.22474669326605e-13,-8.77840897256012e-14,-3.18543907008498e-14
"NJ2020",7,1,"T0_T24","c_Viruses","VP",-47886.9936027778,-1149287.84646667,26542.4284090808,0.169047920222619,"LM_AP",906183.368866667,3599258.649,133369028,-190201.764699089,-4564842.35277815,105423.547042501,-12.6827294116427,-19020.1764699089,-7.04450980366997,-12.6827294116426,-5.07309176465706,-7608.07058796357,-2.81780392146799,-5.07309176465705,-3.17068235291066,-4755.04411747723,-1.76112745091749,-3.17068235291066,-0.00142613144559387,-3.61383352928269e-10,-1.44553341171308e-10,-9.03458382320674e-11,-9.51008823495446e-11,-3.80403529398178e-11,-2.37752205873861e-11,-1.52161411759271e-11,-6.08645647037085e-12,-3.80403529398178e-12,-1.57859174720639e-13,-6.22880977849317e-14,-2.26026083890153e-14
"NJ2020",1,1,"T0_T17","c_Viruses","VP",57873.7481454546,983853.718472728,1607.02330634139,0.377094175806783,"LM_SR_AVG",1507462.68666667,3454942.339,182285832,132640.405996707,2254886.90194402,3683.12457080826,6.52655436963582,13264.0405996707,4.91260762950768,9.21395911007409,2.61062174785433,5305.61623986829,1.96504305180307,3.68558364402964,1.63163859240895,3316.01014991768,1.22815190737692,2.30348977751852,0.000727650660182451,2.52016771393744e-10,1.00806708557498e-10,6.3004192848436e-11,6.63202029983537e-11,2.65280811993415e-11,1.65800507495884e-11,1.06112324797366e-11,4.24449299189463e-12,2.65280811993415e-12,1.10085755820282e-13,4.34376547032926e-14,1.57623098715547e-14
"NJ2020",1,1,"T0_T20","c_Viruses","VP",58624.4727857143,1172489.45571429,16028.4449095921,0.43478160339846,"LM_SR_AVG",1507462.68666667,3454942.339,182285832,134360.986126156,2687219.72252313,36735.4717541502,7.77790034927447,13436.0986126156,4.97633281948725,9.33348041912933,3.11116013970979,5374.43944504623,1.9905331277949,3.73339216765173,1.94447508731862,3359.0246531539,1.24408320487181,2.33337010478233,0.000737089573292541,2.55285873639696e-10,1.02114349455878e-10,6.3821468409924e-11,6.71804930630779e-11,2.68721972252312e-11,1.67951232657695e-11,1.07488788900925e-11,4.29955155603699e-12,2.68721972252312e-12,1.11513762335917e-13,4.40011177369793e-14,1.59667748455226e-14
