"file_name","pop","count"
vi201102.024,V1,22704
vi201102.024,V2,3812
vi201102.024,V3,726
vi201102.025,root,27195
vi201102.025,Bacteria,21
vi201102.025,HNA_Bacteria,5
vi201102.025,LNA_Bacteria,16
vi201102.025,Viruses,26491
vi201102.025,V1,22022
vi201102.025,V2,3671
vi201102.025,V3,689
vi201102.026,root,28455
vi201102.026,Bacteria,14
vi201102.026,HNA_Bacteria,4
vi201102.026,LNA_Bacteria,10
vi201102.026,Viruses,27867
vi201102.026,V1,23432
vi201102.026,V2,3665
vi201102.026,V3,683
vi201102.027,root,1290
vi201102.027,Bacteria,16
vi201102.027,HNA_Bacteria,5
vi201102.027,LNA_Bacteria,11
vi201102.027,Viruses,648
vi201102.027,V1,623
vi201102.027,V2,13
vi201102.027,V3,0
vi201102.028,root,1080
vi201102.028,Bacteria,15
vi201102.028,HNA_Bacteria,4
vi201102.028,LNA_Bacteria,11
vi201102.028,Viruses,631
vi201102.028,V1,609
vi201102.028,V2,11
vi201102.028,V3,1
vi201102.029,root,97530
vi201102.029,Bacteria,224
vi201102.029,HNA_Bacteria,63
vi201102.029,LNA_Bacteria,161
vi201102.029,Viruses,1370
vi201102.029,V1,695
vi201102.029,V2,21
vi201102.029,V3,0
vi201102.030,root,1140
vi201102.030,Bacteria,12
vi201102.030,HNA_Bacteria,4
vi201102.030,LNA_Bacteria,8
vi201102.030,Viruses,843
vi201102.030,V1,816
vi201102.030,V2,17
vi201102.030,V3,1
vi201102.031,root,1170
vi201102.031,Bacteria,16
vi201102.031,HNA_Bacteria,7
vi201102.031,LNA_Bacteria,9
vi201102.031,Viruses,611
vi201102.031,V1,588
vi201102.031,V2,15
vi201102.031,V3,0
vi201102.032,root,1485
vi201102.032,Bacteria,74
vi201102.032,HNA_Bacteria,69
vi201102.032,LNA_Bacteria,5
vi201102.032,Viruses,540
vi201102.032,V1,517
vi201102.032,V2,5
vi201102.032,V3,0
vi201102.033,root,915
vi201102.033,Bacteria,9
vi201102.033,HNA_Bacteria,4
vi201102.033,LNA_Bacteria,5
vi201102.033,Viruses,579
vi201102.033,V1,562
vi201102.033,V2,11
vi201102.033,V3,0
vi201102.036,root,23865
vi201102.036,Bacteria,3029
vi201102.036,HNA_Bacteria,1831
vi201102.036,LNA_Bacteria,1198
vi201102.036,Viruses,19009
vi201102.036,V1,14795
vi201102.036,V2,2569
vi201102.036,V3,1198
vi201102.037,root,22740
vi201102.037,Bacteria,2894
vi201102.037,HNA_Bacteria,1740
vi201102.037,LNA_Bacteria,1154
vi201102.037,Viruses,17955
vi201102.037,V1,13771
vi201102.037,V2,2529
vi201102.037,V3,1298
vi201102.038,root,23310
vi201102.038,Bacteria,3039
vi201102.038,HNA_Bacteria,1809
vi201102.038,LNA_Bacteria,1230
vi201102.038,Viruses,18512
vi201102.038,V1,14178
vi201102.038,V2,2509
vi201102.038,V3,1472
vi201102.039,root,23640
vi201102.039,Bacteria,3171
vi201102.039,HNA_Bacteria,1978
vi201102.039,LNA_Bacteria,1193
vi201102.039,Viruses,18331
vi201102.039,V1,14199
vi201102.039,V2,2374
vi201102.039,V3,1346
vi201102.040,root,23145
vi201102.040,Bacteria,3196
vi201102.040,HNA_Bacteria,1924
vi201102.040,LNA_Bacteria,1272
vi201102.040,Viruses,18164
vi201102.040,V1,13674
vi201102.040,V2,2690
vi201102.040,V3,1452
vi201102.041,root,22350
vi201102.041,Bacteria,3171
vi201102.041,HNA_Bacteria,1910
vi201102.041,LNA_Bacteria,1261
vi201102.041,Viruses,17546
vi201102.041,V1,13304
vi201102.041,V2,2418
vi201102.041,V3,1458
vi201102.043,root,20970
vi201102.043,Bacteria,15
vi201102.043,HNA_Bacteria,8
vi201102.043,LNA_Bacteria,7
vi201102.043,Viruses,20622
vi201102.043,V1,11129
vi201102.043,V2,8725
vi201102.043,V3,652
vi201102.044,root,11190
vi201102.044,Bacteria,16
vi201102.044,HNA_Bacteria,10
vi201102.044,LNA_Bacteria,6
vi201102.044,Viruses,10868
vi201102.044,V1,6221
vi201102.044,V2,4271
vi201102.044,V3,312
vi201102.045,root,5580
vi201102.045,Bacteria,10
vi201102.045,HNA_Bacteria,9
vi201102.045,LNA_Bacteria,1
vi201102.045,Viruses,5307
vi201102.045,V1,3306
vi201102.045,V2,1786
vi201102.045,V3,176
vi201102.046,root,4080
vi201102.046,Bacteria,10
vi201102.046,HNA_Bacteria,4
vi201102.046,LNA_Bacteria,6
vi201102.046,Viruses,3837
vi201102.046,V1,2479
vi201102.046,V2,1243
vi201102.046,V3,94
vi201102.047,root,9630
vi201102.047,Bacteria,18
vi201102.047,HNA_Bacteria,11
vi201102.047,LNA_Bacteria,7
vi201102.047,Viruses,9256
vi201102.047,V1,5896
vi201102.047,V2,3060
vi201102.047,V3,222
vi201102.049,root,22155
vi201102.049,Bacteria,2867
vi201102.049,HNA_Bacteria,1807
vi201102.049,LNA_Bacteria,1060
vi201102.049,Viruses,17238
vi201102.049,V1,13452
vi201102.049,V2,2242
vi201102.049,V3,1143
vi201102.050,root,22215
vi201102.050,Bacteria,2994
vi201102.050,HNA_Bacteria,1897
vi201102.050,LNA_Bacteria,1097
vi201102.050,Viruses,16969
vi201102.050,V1,13118
vi201102.050,V2,2257
vi201102.050,V3,1253
vi201102.051,root,19920
vi201102.051,Bacteria,2663
vi201102.051,HNA_Bacteria,1721
vi201102.051,LNA_Bacteria,942
vi201102.051,Viruses,15347
vi201102.051,V1,11884
vi201102.051,V2,2072
vi201102.051,V3,1110
vi201102.052,root,26415
vi201102.052,Bacteria,4153
vi201102.052,HNA_Bacteria,2906
vi201102.052,LNA_Bacteria,1246
vi201102.052,Viruses,20398
vi201102.052,V1,16544
vi201102.052,V2,2283
vi201102.052,V3,1218
vi201102.053,root,25650
vi201102.053,Bacteria,4116
vi201102.053,HNA_Bacteria,2963
vi201102.053,LNA_Bacteria,1153
vi201102.053,Viruses,19813
vi201102.053,V1,15431
vi201102.053,V2,2627
vi201102.053,V3,1428
vi201102.054,root,25650
vi201102.054,Bacteria,4182
vi201102.054,HNA_Bacteria,3066
vi201102.054,LNA_Bacteria,1116
vi201102.054,Viruses,19687
vi201102.054,V1,15762
vi201102.054,V2,2348
vi201102.054,V3,1266
vi201102.055,root,1830
vi201102.055,Bacteria,15
vi201102.055,HNA_Bacteria,12
vi201102.055,LNA_Bacteria,3
vi201102.055,Viruses,1566
vi201102.055,V1,1430
vi201102.055,V2,120
vi201102.055,V3,2
vi201102.056,root,4965
vi201102.056,Bacteria,310
vi201102.056,HNA_Bacteria,239
vi201102.056,LNA_Bacteria,71
vi201102.056,Viruses,3707
vi201102.056,V1,2999
vi201102.056,V2,601
vi201102.056,V3,67
vi201102.057,root,1335
vi201102.057,Bacteria,7
vi201102.057,HNA_Bacteria,6
vi201102.057,LNA_Bacteria,1
vi201102.057,Viruses,945
vi201102.057,V1,831
vi201102.057,V2,92
vi201102.057,V3,9
vi201102.058,root,1500
vi201102.058,Bacteria,9
vi201102.058,HNA_Bacteria,4
vi201102.058,LNA_Bacteria,5
vi201102.058,Viruses,1274
vi201102.058,V1,1079
vi201102.058,V2,170
vi201102.058,V3,9
vi201102.059,root,1125
vi201102.059,Bacteria,4
vi201102.059,HNA_Bacteria,1
vi201102.059,LNA_Bacteria,3
vi201102.059,Viruses,784
vi201102.059,V1,706
vi201102.059,V2,65
vi201102.059,V3,6
vi201102.061,root,27495
vi201102.061,Bacteria,5719
vi201102.061,HNA_Bacteria,4339
vi201102.061,LNA_Bacteria,1379
vi201102.061,Viruses,19311
vi201102.061,V1,14870
vi201102.061,V2,2587
vi201102.061,V3,1328
vi201102.062,root,29625
vi201102.062,Bacteria,5760
vi201102.062,HNA_Bacteria,4503
vi201102.062,LNA_Bacteria,1256
vi201102.062,Viruses,21803
vi201102.062,V1,17213
vi201102.062,V2,2625
vi201102.062,V3,1504
vi201102.063,root,27420
vi201102.063,Bacteria,5619
vi201102.063,HNA_Bacteria,4374
vi201102.063,LNA_Bacteria,1245
vi201102.063,Viruses,19589
vi201102.063,V1,15157
vi201102.063,V2,2590
vi201102.063,V3,1422
vi201102.064,root,34290
vi201102.064,Bacteria,6911
vi201102.064,HNA_Bacteria,5639
vi201102.064,LNA_Bacteria,1272
vi201102.064,Viruses,25323
vi201102.064,V1,20409
vi201102.064,V2,3114
vi201102.064,V3,1433
vi201102.070,root,435
vi201102.070,Bacteria,24
vi201102.070,HNA_Bacteria,16
vi201102.070,LNA_Bacteria,8
vi201102.070,Viruses,275
vi201102.070,V1,257
vi201102.070,V2,8
vi201102.070,V3,3
vi201102.071,root,495
vi201102.071,Bacteria,7
vi201102.071,HNA_Bacteria,5
vi201102.071,LNA_Bacteria,2
vi201102.071,Viruses,258
vi201102.071,V1,244
vi201102.071,V2,6
vi201102.071,V3,0
vi201102.072,root,570
vi201102.072,Bacteria,7
vi201102.072,HNA_Bacteria,5
vi201102.072,LNA_Bacteria,2
vi201102.072,Viruses,309
vi201102.072,V1,300
vi201102.072,V2,2
vi201102.072,V3,0
vi201102.073,root,645
vi201102.073,Bacteria,11
vi201102.073,HNA_Bacteria,3
vi201102.073,LNA_Bacteria,8
vi201102.073,Viruses,362
vi201102.073,V1,335
vi201102.073,V2,18
vi201102.073,V3,1
vi201102.074,root,585
vi201102.074,Bacteria,2
vi201102.074,HNA_Bacteria,1
vi201102.074,LNA_Bacteria,1
vi201102.074,Viruses,311
vi201102.074,V1,291
vi201102.074,V2,12
vi201102.074,V3,0
vi201102.075,root,2865
vi201102.075,Bacteria,21
vi201102.075,HNA_Bacteria,4
vi201102.075,LNA_Bacteria,17
vi201102.075,Viruses,1425
vi201102.075,V1,1351
vi201102.075,V2,11
vi201102.075,V3,0
vi201102.076,root,2100
vi201102.076,Bacteria,79
vi201102.076,HNA_Bacteria,41
vi201102.076,LNA_Bacteria,38
vi201102.076,Viruses,1408
vi201102.076,V1,1143
vi201102.076,V2,214
vi201102.076,V3,21
vi201102.077,root,615
vi201102.077,Bacteria,3
vi201102.077,HNA_Bacteria,1
vi201102.077,LNA_Bacteria,2
vi201102.077,Viruses,335
vi201102.077,V1,314
vi201102.077,V2,13
vi201102.077,V3,0
vi201102.079,root,20490
vi201102.079,Bacteria,2805
vi201102.079,HNA_Bacteria,1696
vi201102.079,LNA_Bacteria,1109
vi201102.079,Viruses,15419
vi201102.079,V1,11498
vi201102.079,V2,2347
vi201102.079,V3,1206
vi201102.080,root,21180
vi201102.080,Bacteria,2730
vi201102.080,HNA_Bacteria,1624
vi201102.080,LNA_Bacteria,1106
vi201102.080,Viruses,16194
vi201102.080,V1,12192
vi201102.080,V2,2395
vi201102.080,V3,1293
vi201102.081,root,21450
vi201102.081,Bacteria,2800
vi201102.081,HNA_Bacteria,1705
vi201102.081,LNA_Bacteria,1095
vi201102.081,Viruses,16232
vi201102.081,V1,12207
vi201102.081,V2,2403
vi201102.081,V3,1270
vi201102.082,root,20940
vi201102.082,Bacteria,2777
vi201102.082,HNA_Bacteria,1654
vi201102.082,LNA_Bacteria,1123
vi201102.082,Viruses,16157
vi201102.082,V1,12454
vi201102.082,V2,2165
vi201102.082,V3,1223
vi201102.083,root,20205
vi201102.083,Bacteria,2656
vi201102.083,HNA_Bacteria,1516
vi201102.083,LNA_Bacteria,1140
vi201102.083,Viruses,15413
vi201102.083,V1,11421
vi201102.083,V2,2417
vi201102.083,V3,1222
vi201102.084,root,20385
vi201102.084,Bacteria,2723
vi201102.084,HNA_Bacteria,1631
vi201102.084,LNA_Bacteria,1092
vi201102.084,Viruses,15581
vi201102.084,V1,11898
vi201102.084,V2,2214
vi201102.084,V3,1192
vi201102.085,root,390
vi201102.085,Bacteria,11
vi201102.085,HNA_Bacteria,7
vi201102.085,LNA_Bacteria,4
vi201102.085,Viruses,271
vi201102.085,V1,259
vi201102.085,V2,7
vi201102.085,V3,1
vi201102.086,root,630
vi201102.086,Bacteria,9
vi201102.086,HNA_Bacteria,5
vi201102.086,LNA_Bacteria,4
vi201102.086,Viruses,415
vi201102.086,V1,398
vi201102.086,V2,10
vi201102.086,V3,0
vi201102.087,root,585
vi201102.087,Bacteria,2
vi201102.087,HNA_Bacteria,0
vi201102.087,LNA_Bacteria,2
vi201102.087,Viruses,338
vi201102.087,V1,328
vi201102.087,V2,7
vi201102.087,V3,0
vi201102.088,root,975
vi201102.088,Bacteria,6
vi201102.088,HNA_Bacteria,3
vi201102.088,LNA_Bacteria,3
vi201102.088,Viruses,445
vi201102.088,V1,434
vi201102.088,V2,9
vi201102.088,V3,0
vi201102.089,root,765
vi201102.089,Bacteria,7
vi201102.089,HNA_Bacteria,1
vi201102.089,LNA_Bacteria,6
vi201102.089,Viruses,454
vi201102.089,V1,440
vi201102.089,V2,11
vi201102.089,V3,0
vi201102.090,root,540
vi201102.090,Bacteria,6
vi201102.090,HNA_Bacteria,1
vi201102.090,LNA_Bacteria,5
vi201102.090,Viruses,347
vi201102.090,V1,334
vi201102.090,V2,10
vi201102.090,V3,0
vi201102.091,root,20910
vi201102.091,Bacteria,2849
vi201102.091,HNA_Bacteria,1683
vi201102.091,LNA_Bacteria,1166
vi201102.091,Viruses,15735
vi201102.091,V1,12185
vi201102.091,V2,2145
vi201102.091,V3,1053
vi201102.092,root,24900
vi201102.092,Bacteria,3131
vi201102.092,HNA_Bacteria,1849
vi201102.092,LNA_Bacteria,1282
vi201102.092,Viruses,18803
vi201102.092,V1,14171
vi201102.092,V2,2715
vi201102.092,V3,1473
vi201102.093,root,20115
vi201102.093,Bacteria,2679
vi201102.093,HNA_Bacteria,1580
vi201102.093,LNA_Bacteria,1099
vi201102.093,Viruses,15560
vi201102.093,V1,11743
vi201102.093,V2,2106
vi201102.093,V3,1441
vi201102.094,root,20370
vi201102.094,Bacteria,2512
vi201102.094,HNA_Bacteria,1364
vi201102.094,LNA_Bacteria,1148
vi201102.094,Viruses,16436
vi201102.094,V1,12570
vi201102.094,V2,2238
vi201102.094,V3,1369
vi201102.095,root,22890
vi201102.095,Bacteria,2639
vi201102.095,HNA_Bacteria,1550
vi201102.095,LNA_Bacteria,1089
vi201102.095,Viruses,18246
vi201102.095,V1,14230
vi201102.095,V2,2396
vi201102.095,V3,1346
vi201102.096,root,21840
vi201102.096,Bacteria,2642
vi201102.096,HNA_Bacteria,1566
vi201102.096,LNA_Bacteria,1076
vi201102.096,Viruses,16988
vi201102.096,V1,13053
vi201102.096,V2,2330
vi201102.096,V3,1287
vi201102.097,root,600
vi201102.097,Bacteria,14
vi201102.097,HNA_Bacteria,5
vi201102.097,LNA_Bacteria,9
vi201102.097,Viruses,457
vi201102.097,V1,444
vi201102.097,V2,8
vi201102.097,V3,0
vi201102.098,root,600
vi201102.098,Bacteria,7
vi201102.098,HNA_Bacteria,2
vi201102.098,LNA_Bacteria,5
vi201102.098,Viruses,367
vi201102.098,V1,326
vi201102.098,V2,2
vi201102.098,V3,0
vi201102.099,root,30300
vi201102.099,Bacteria,7398
vi201102.099,HNA_Bacteria,5936
vi201102.099,LNA_Bacteria,1462
vi201102.099,Viruses,20096
vi201102.099,V1,15482
vi201102.099,V2,2774
vi201102.099,V3,1345
vi201102.100,root,27225
vi201102.100,Bacteria,6756
vi201102.100,HNA_Bacteria,5377
vi201102.100,LNA_Bacteria,1378
vi201102.100,Viruses,17867
vi201102.100,V1,13489
vi201102.100,V2,2583
vi201102.100,V3,1333
vi201102.102,root,480
vi201102.102,Bacteria,5
vi201102.102,HNA_Bacteria,0
vi201102.102,LNA_Bacteria,5
vi201102.102,Viruses,282
vi201102.102,V1,277
vi201102.102,V2,3
vi201102.102,V3,0
vi201102.103,root,450
vi201102.103,Bacteria,1
vi201102.103,HNA_Bacteria,0
vi201102.103,LNA_Bacteria,1
vi201102.103,Viruses,307
vi201102.103,V1,298
vi201102.103,V2,2
vi201102.103,V3,0
vi201102.104,root,585
vi201102.104,Bacteria,2
vi201102.104,HNA_Bacteria,1
vi201102.104,LNA_Bacteria,1
vi201102.104,Viruses,307
vi201102.104,V1,294
vi201102.104,V2,6
vi201102.104,V3,1
vi201102.105,root,630
vi201102.105,Bacteria,2
vi201102.105,HNA_Bacteria,0
vi201102.105,LNA_Bacteria,2
vi201102.105,Viruses,395
vi201102.105,V1,375
vi201102.105,V2,9
vi201102.105,V3,0
vi201102.106,root,495
vi201102.106,Bacteria,2
vi201102.106,HNA_Bacteria,2
vi201102.106,LNA_Bacteria,0
vi201102.106,Viruses,321
vi201102.106,V1,310
vi201102.106,V2,7
vi201102.106,V3,0
vi201102.107,root,675
vi201102.107,Bacteria,5
vi201102.107,HNA_Bacteria,0
vi201102.107,LNA_Bacteria,5
vi201102.107,Viruses,280
vi201102.107,V1,265
vi201102.107,V2,11
vi201102.107,V3,0
vi201102.108,root,21390
vi201102.108,Bacteria,2515
vi201102.108,HNA_Bacteria,1437
vi201102.108,LNA_Bacteria,1078
vi201102.108,Viruses,17101
vi201102.108,V1,13240
vi201102.108,V2,2329
vi201102.108,V3,1160
vi201102.109,root,22485
vi201102.109,Bacteria,2709
vi201102.109,HNA_Bacteria,1499
vi201102.109,LNA_Bacteria,1210
vi201102.109,Viruses,17871
vi201102.109,V1,13873
vi201102.109,V2,2372
vi201102.109,V3,1273
vi201102.110,root,22440
vi201102.110,Bacteria,2652
vi201102.110,HNA_Bacteria,1457
vi201102.110,LNA_Bacteria,1195
vi201102.110,Viruses,18193
vi201102.110,V1,14177
vi201102.110,V2,2402
vi201102.110,V3,1258
vi201102.111,root,21660
vi201102.111,Bacteria,2481
vi201102.111,HNA_Bacteria,1347
vi201102.111,LNA_Bacteria,1134
vi201102.111,Viruses,17179
vi201102.111,V1,13310
vi201102.111,V2,2459
vi201102.111,V3,1061
vi201102.112,root,21465
vi201102.112,Bacteria,2471
vi201102.112,HNA_Bacteria,1372
vi201102.112,LNA_Bacteria,1099
vi201102.112,Viruses,17276
vi201102.112,V1,13464
vi201102.112,V2,2303
vi201102.112,V3,1197
vi201102.113,root,21570
vi201102.113,Bacteria,2520
vi201102.113,HNA_Bacteria,1376
vi201102.113,LNA_Bacteria,1144
vi201102.113,Viruses,17210
vi201102.113,V1,13097
vi201102.113,V2,2450
vi201102.113,V3,1337
vi201103.001,root,780
vi201103.001,Bacteria,11
vi201103.001,HNA_Bacteria,4
vi201103.001,LNA_Bacteria,7
vi201103.001,Viruses,616
vi201103.001,V1,602
vi201103.001,V2,9
vi201103.001,V3,0
vi201103.002,root,420
vi201103.002,Bacteria,2
vi201103.002,HNA_Bacteria,0
vi201103.002,LNA_Bacteria,2
vi201103.002,Viruses,221
vi201103.002,V1,193
vi201103.002,V2,3
vi201103.002,V3,3
vi201103.003,root,555
vi201103.003,Bacteria,8
vi201103.003,HNA_Bacteria,3
vi201103.003,LNA_Bacteria,5
vi201103.003,Viruses,249
vi201103.003,V1,235
vi201103.003,V2,6
vi201103.003,V3,2
vi201103.004,root,585
vi201103.004,Bacteria,2
vi201103.004,HNA_Bacteria,0
vi201103.004,LNA_Bacteria,2
vi201103.004,Viruses,203
vi201103.004,V1,189
vi201103.004,V2,5
vi201103.004,V3,0
vi201103.005,root,765
vi201103.005,Bacteria,4
vi201103.005,HNA_Bacteria,1
vi201103.005,LNA_Bacteria,3
vi201103.005,Viruses,291
vi201103.005,V1,240
vi201103.005,V2,1
vi201103.005,V3,0
vi201103.006,root,345
vi201103.006,Bacteria,1
vi201103.006,HNA_Bacteria,0
vi201103.006,LNA_Bacteria,1
vi201103.006,Viruses,155
vi201103.006,V1,148
vi201103.006,V2,2
vi201103.006,V3,0
vi201103.011,root,24960
vi201103.011,Bacteria,7
vi201103.011,HNA_Bacteria,2
vi201103.011,LNA_Bacteria,5
vi201103.011,Viruses,24009
vi201103.011,V1,20638
vi201103.011,V2,3071
vi201103.011,V3,184
vi201103.013,root,25950
vi201103.013,Bacteria,7
vi201103.013,HNA_Bacteria,1
vi201103.013,LNA_Bacteria,6
vi201103.013,Viruses,25257
vi201103.013,V1,21661
vi201103.013,V2,3299
vi201103.013,V3,205
vi201103.014,root,24375
vi201103.014,Bacteria,11
vi201103.014,HNA_Bacteria,0
vi201103.014,LNA_Bacteria,11
vi201103.014,Viruses,23243
vi201103.014,V1,19706
vi201103.014,V2,3189
vi201103.014,V3,217
vi201103.015,root,20325
vi201103.015,Bacteria,6
vi201103.015,HNA_Bacteria,3
vi201103.015,LNA_Bacteria,3
vi201103.015,Viruses,19635
vi201103.015,V1,16261
vi201103.015,V2,3121
vi201103.015,V3,175
vi201103.016,root,20025
vi201103.016,Bacteria,4
vi201103.016,HNA_Bacteria,2
vi201103.016,LNA_Bacteria,2
vi201103.016,Viruses,19300
vi201103.016,V1,15903
vi201103.016,V2,3120
vi201103.016,V3,216
vi201103.017,root,18945
vi201103.017,Bacteria,3
vi201103.017,HNA_Bacteria,0
vi201103.017,LNA_Bacteria,3
vi201103.017,Viruses,18219
vi201103.017,V1,14818
vi201103.017,V2,3087
vi201103.017,V3,213
vi201103.018,root,300
vi201103.018,Bacteria,4
vi201103.018,HNA_Bacteria,0
vi201103.018,LNA_Bacteria,4
vi201103.018,Viruses,173
vi201103.018,V1,170
vi201103.018,V2,2
vi201103.018,V3,0
vi201103.019,root,450
vi201103.019,Bacteria,0
vi201103.019,HNA_Bacteria,0
vi201103.019,LNA_Bacteria,0
vi201103.019,Viruses,192
vi201103.019,V1,184
vi201103.019,V2,5
vi201103.019,V3,0
vi201103.020,root,345
vi201103.020,Bacteria,2
vi201103.020,HNA_Bacteria,0
vi201103.020,LNA_Bacteria,2
vi201103.020,Viruses,150
vi201103.020,V1,146
vi201103.020,V2,2
vi201103.020,V3,0
vi201103.021,root,1380
vi201103.021,Bacteria,31
vi201103.021,HNA_Bacteria,6
vi201103.021,LNA_Bacteria,25
vi201103.021,Viruses,218
vi201103.021,V1,210
vi201103.021,V2,1
vi201103.021,V3,0
vi201103.022,root,465
vi201103.022,Bacteria,5
vi201103.022,HNA_Bacteria,0
vi201103.022,LNA_Bacteria,5
vi201103.022,Viruses,257
vi201103.022,V1,247
vi201103.022,V2,3
vi201103.022,V3,0
vi201103.023,root,555
vi201103.023,Bacteria,5
vi201103.023,HNA_Bacteria,0
vi201103.023,LNA_Bacteria,5
vi201103.023,Viruses,210
vi201103.023,V1,205
vi201103.023,V2,0
vi201103.023,V3,0
vi201103.024,root,510
vi201103.024,Bacteria,3
vi201103.024,HNA_Bacteria,0
vi201103.024,LNA_Bacteria,3
vi201103.024,Viruses,191
vi201103.024,V1,189
vi201103.024,V2,0
vi201103.024,V3,0
vi201103.025,root,345
vi201103.025,Bacteria,0
vi201103.025,HNA_Bacteria,0
vi201103.025,LNA_Bacteria,0
vi201103.025,Viruses,196
vi201103.025,V1,192
vi201103.025,V2,2
vi201103.025,V3,0
vi201103.026,root,705
vi201103.026,Bacteria,3
vi201103.026,HNA_Bacteria,2
vi201103.026,LNA_Bacteria,1
vi201103.026,Viruses,225
vi201103.026,V1,218
vi201103.026,V2,2
vi201103.026,V3,0
vi201103.027,root,30630
vi201103.027,Bacteria,707
vi201103.027,HNA_Bacteria,380
vi201103.027,LNA_Bacteria,327
vi201103.027,Viruses,26954
vi201103.027,V1,22551
vi201103.027,V2,3642
vi201103.027,V3,543
vi201103.028,root,29070
vi201103.028,Bacteria,672
vi201103.028,HNA_Bacteria,402
vi201103.028,LNA_Bacteria,270
vi201103.028,Viruses,27231
vi201103.028,V1,22686
vi201103.028,V2,3817
vi201103.028,V3,550
vi201103.029,root,28785
vi201103.029,Bacteria,635
vi201103.029,HNA_Bacteria,384
vi201103.029,LNA_Bacteria,251
vi201103.029,Viruses,27037
vi201103.029,V1,22489
vi201103.029,V2,3784
vi201103.029,V3,594
vi201103.030,root,27060
vi201103.030,Bacteria,709
vi201103.030,HNA_Bacteria,410
vi201103.030,LNA_Bacteria,299
vi201103.030,Viruses,25076
vi201103.030,V1,20959
vi201103.030,V2,3401
vi201103.030,V3,485
vi201103.031,root,27600
vi201103.031,Bacteria,698
vi201103.031,HNA_Bacteria,419
vi201103.031,LNA_Bacteria,279
vi201103.031,Viruses,24890
vi201103.031,V1,20737
vi201103.031,V2,3489
vi201103.031,V3,510
vi201103.032,root,27030
vi201103.032,Bacteria,649
vi201103.032,HNA_Bacteria,400
vi201103.032,LNA_Bacteria,249
vi201103.032,Viruses,25199
vi201103.032,V1,20954
vi201103.032,V2,3503
vi201103.032,V3,534
vi201103.033,root,540
vi201103.033,Bacteria,3
vi201103.033,HNA_Bacteria,3
vi201103.033,LNA_Bacteria,0
vi201103.033,Viruses,284
vi201103.033,V1,272
vi201103.033,V2,4
vi201103.033,V3,1
vi201103.034,root,41445
vi201103.034,Bacteria,1838
vi201103.034,HNA_Bacteria,910
vi201103.034,LNA_Bacteria,928
vi201103.034,Viruses,35598
vi201103.034,V1,30004
vi201103.034,V2,4189
vi201103.034,V3,311
vi201103.036,root,16350
vi201103.036,Bacteria,690
vi201103.036,HNA_Bacteria,327
vi201103.036,LNA_Bacteria,363
vi201103.036,Viruses,13842
vi201103.036,V1,11800
vi201103.036,V2,1548
vi201103.036,V3,102
vi201103.037,root,930
vi201103.037,Bacteria,4
vi201103.037,HNA_Bacteria,1
vi201103.037,LNA_Bacteria,3
vi201103.037,Viruses,505
vi201103.037,V1,423
vi201103.037,V2,61
vi201103.037,V3,0
vi201103.038,root,960
vi201103.038,Bacteria,8
vi201103.038,HNA_Bacteria,2
vi201103.038,LNA_Bacteria,6
vi201103.038,Viruses,519
vi201103.038,V1,422
