"Sample_Name","Staining_Protocol","Expt_Date","Date_Measurement","Location","Expt_No","Depth","Sample_Type","Timepoint","Replicate","c_Bacteria","c_HNA","c_LNA","c_Viruses","c_V1","c_V2","c_V3","VBR","HNAperLNA"
"vi201112.121","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VPC",9,3,1010021.32196162,605503.966314523,404517.355647097,22728358.2089552,19049226.9681551,3170936.48312124,508194.757678914,22.5028499050032,1.49685534591195
"vi201112.081","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VP",12,1,1189765.45842217,650235.453747306,539530.004674869,24434328.358209,20774720.1920378,3111725.35122887,547882.814942259,20.5370967741935,1.20518867924528
"vi201112.133","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VPC",12,1,917910.447761194,533225.986251316,384684.461509878,22929211.08742,19439361.0147323,3105269.59035515,384580.482332562,24.9797909407665,1.38613861386139
"vi201112.082","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VP",12,2,1233262.26012793,680903.311835339,552358.948292593,24374200.4264392,20678725.0042043,3145138.4489776,550336.973257363,19.7640041493776,1.23271889400922
"vi201112.134","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VPC",12,2,864179.104477612,526628.969689,337550.134788612,22656716.4179104,19135656.1508766,3065686.39504291,455373.871990951,26.2176165803109,1.56015037593985
"vi201112.083","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VP",12,3,1270362.47334755,698826.651170144,571535.822177404,25931130.0639659,22076317.2410102,3338509.84375687,516302.979198859,20.4123867069486,1.22271714922049
"vi201112.135","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VPC",12,3,943496.801705757,551113.878789096,392382.922916661,22107889.1257996,18609120.7775627,3057381.43863344,441386.909603445,23.4318644067797,1.40453074433657
"vi201112.019","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"0.22",24,1,-511.727078891258,-170.575692963753,-341.151385927505,9192153.51812367,7368124.35161539,1684979.84262526,139049.323883016,-17963,0.5
"vi201112.084","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VP",24,1,1572281.44989339,1024403.79717527,547877.652718118,25551172.7078891,21859865.9949666,3132811.13460799,558495.578314516,16.2510170870626,1.86976744186047
"vi201112.136","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VPC",24,1,1021535.18123667,590813.257804793,430721.923431881,20998720.6823028,17580872.8616584,3003187.02438751,414660.796256895,20.5560425798372,1.3716814159292
"vi201112.020","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"0.22",24,2,511.727078891258,102.345415778252,409.381663113006,9957185.5010661,7944843.53751647,1828677.80709407,183664.156455556,19458,0.25
"vi201112.085","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VP",24,2,1452025.58635394,999859.723936707,452165.862417237,25309381.663113,20785175.4565291,3852430.13348512,671776.073098829,17.4303964757709,2.2112676056338
"vi201112.137","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VPC",24,2,958848.614072495,542289.216170802,416559.397901693,18483582.0895522,14838305.1294238,3103678.82290448,541598.137223968,19.2768512341561,1.30182926829268
"vi201112.021","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"0.22",24,3,511.727078891258,0,511.727078891258,9529893.3901919,7608006.70023458,1747395.68422141,174491.005735908,18623,0
"vi201112.086","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VP",24,3,1535181.23667377,983535.198931248,551646.037742526,24923027.7185501,21287666.8146396,3123320.69434667,512040.209563814,16.2345833333333,1.78290993071594
"vi201112.138","Viruses",2020-09-03,2020-11-12,"NJ2020",6,1,"VPC",24,3,1067590.61833689,610051.781906792,457538.836430094,19224307.0362473,15091458.6504037,3510073.44933092,622774.936512682,18.0071899340923,1.33333333333333
"vi201116.116","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"0.22",0,1,8955.22388059702,688.863375430539,8266.36050516647,71295095.9488273,58523383.5612417,11407718.6705271,1363993.7170584,7961.28571428571,0.0833333333333333
"vi201116.162","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",0,1,902686.567164179,349880.495596761,552806.071567418,3702345.41577825,3005770.76126369,503040.128233394,193534.526281167,4.1014739229025,0.63291724456773
"vi201118.008","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",0,1,971513.859275053,501541.483954889,469972.375320165,7198208.95522388,6280862.69577089,658911.076682364,258435.182770628,7.40927047669213,1.06717226435536
"vi201116.117","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"0.22",0,2,21748.4008528785,6041.22245913291,15707.1783937456,75217484.0085288,61847949.6309622,11986739.6576562,1382794.71991033,3458.52941176471,0.384615384615385
"vi201116.163","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",0,2,891428.571428571,339397.116644823,552031.454783748,3779872.06823028,2959668.7748402,567180.43379241,253022.85959767,4.2402411021814,0.614814814814815
"vi201118.009","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",0,2,1083582.08955224,539498.557985811,544083.531566428,6826695.09594883,5880142.73676579,658107.386493877,288444.972689164,6.30011806375443,0.991573033707865
"vi201116.118","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"0.22",0,3,8955.22388059702,2755.45350172216,6199.77037887486,73587633.2622601,61053614.2935497,11204577.0210449,1329441.94766555,8217.28571428571,0.444444444444444
"vi201116.164","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",0,3,924434.968017058,327909.887742849,596525.080274209,3531428.57142857,2748022.85391832,545519.402654198,237886.314856055,3.8200941046222,0.549700085689803
"vi201118.010","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",0,3,1078464.81876333,535921.109749182,542543.709014144,6684434.96801706,5767667.49098198,648721.192172357,268046.284862725,6.19810201660736,0.987793427230047
"vi201116.165","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",3,1,867377.398720682,335297.332681654,532080.066039028,4911812.36673774,4108485.60473449,582480.916778985,220845.84522426,5.66283185840708,0.630163304514889
"vi201118.011","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",3,1,1077953.09168444,539485.975469668,538467.116214767,6808784.64818763,5891365.63819618,629002.947837487,288416.062153965,6.31640161405174,1.00189214758751
"vi201116.166","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",3,2,799573.560767591,299233.18621248,500340.374555111,4502686.56716418,3700755.90998438,565184.493157647,236746.164022153,5.63136,0.59805924412666
"vi201118.012","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",3,2,1071812.36673774,559339.343478155,512473.023259585,6987889.12579957,6080409.4466031,619766.252133098,287713.427063378,6.51969443781332,1.09145129224652
"vi201116.167","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",3,3,622515.991471215,202822.198288119,419693.793183097,2802473.34754797,2075631.30172383,493302.60019515,233539.445628998,4.50184956843403,0.483262325015216
"vi201118.013","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",3,3,1061577.82515991,546580.137426386,514997.687733529,6824648.18763326,5911577.69444468,665975.405544018,247095.087644565,6.42877801879971,1.06132542037587
"vi201116.168","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",6,1,966140.724946695,421216.908654009,544923.816292686,5461407.24946695,4579837.55256865,630375.136943538,251194.559954764,5.65280720338983,0.772983114446529
"vi201118.020","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",6,1,1101492.53731343,538745.770452328,562746.766861105,7343795.30916844,6430304.81202932,663865.337081738,249625.160057382,6.667131242741,0.957350272232305
"vi201116.169","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",6,2,899104.47761194,345534.182413685,553570.295198256,3422430.70362473,2644910.99464912,548046.86272865,229472.846246964,3.80648833238475,0.624192059095106
"vi201118.021","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",6,2,1043155.65031983,533576.92343819,509578.72688164,8147206.82302772,7202989.21120362,683250.466236354,260967.145587748,7.81015452538631,1.04709418837675
"vi201116.170","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",6,3,948997.867803838,371369.216783996,577628.651019842,2510021.32196162,1734958.28243592,536752.718628612,238310.320897092,2.64491776759234,0.642920353982301
"vi201118.022","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",6,3,976631.130063966,498781.293294561,477849.836769405,6858678.03837953,5908057.52009302,670334.468564921,280286.04972159,7.02279276919046,1.04380341880342
"vi201116.171","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",9,1,1058763.32622601,453207.96170901,605555.364517003,2329893.3901919,1633210.78696502,484360.286052972,212322.317173906,2.20057999033349,0.748417053609117
"vi201118.023","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",9,1,1055948.82729211,542271.593125833,513677.234166278,7327420.04264392,6433664.45640579,628429.573830992,265326.012407143,6.93918100314999,1.05566600397614
"vi201116.172","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",9,2,1032409.38166311,453963.620161844,578445.761501269,2514371.0021322,1809252.84519236,497353.526985177,207764.62995466,2.43543990086741,0.784798939460892
"vi201118.024","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",9,2,1010916.84434968,504947.858112037,505968.986237643,7085373.13432836,6147199.07388266,662413.693306322,275760.367139372,7.00885851683118,0.997981836528759
"vi201116.173","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",9,3,955138.592750533,398719.883513736,556418.709236797,1961449.89339019,1318935.40275597,440539.548248064,201974.942386156,2.0535762121618,0.716582452916858
"vi201118.025","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",9,3,1054413.64605544,563204.964454793,491208.681600644,6855095.94882729,5925076.49844315,662969.60820324,267049.842180906,6.50133462751759,1.14656964656965
"vi201116.174","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",12,1,1312324.09381663,768015.113544742,544308.980271889,3511215.35181237,2843491.67765937,474703.962303474,193019.711849524,2.67557028660558,1.41099107562236
"vi201118.032","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",12,1,1093560.76759062,569285.843932815,524274.923657803,6911385.92750533,6082692.06468526,595809.131681494,232884.731138576,6.32007487131493,1.08585365853659
"vi201116.175","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",12,2,1204861.40724947,684109.723275954,520751.683973512,3812878.46481876,3119537.0774216,486437.136082462,206904.251314705,3.16457846676577,1.31369661266568
"vi201118.033","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",12,2,1085373.13432836,552916.285678113,532456.848650245,6689296.37526652,5721264.70843823,662805.355552841,305226.311275451,6.16313059877416,1.03842459173871
"vi201116.176","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",12,3,1264733.47547974,709447.219417079,555286.256062665,3358208.95522388,2646517.41293532,493781.094527363,217910.447761194,2.65527007889945,1.27762430939227
"vi201118.034","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",12,3,1083837.95309168,540640.262585139,543197.690506545,6953347.54797441,6035960.65597637,640439.905734485,276946.986263561,6.41548630783758,0.995291902071563
"vi201116.119","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"0.22",24,1,72921.1087420043,40298.5074626866,32622.6012793177,69864818.7633262,57572877.3684318,11041614.9779352,1250326.41695917,958.087719298246,1.23529411764706
"vi201116.177","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",24,1,2079914.71215352,1492996.69120278,586918.020950734,2645117.27078891,1984887.30886512,464185.612721288,196044.349202501,1.27174314183786,2.5437908496732
"vi201118.035","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",24,1,1162132.19616205,587204.120243851,574928.075918196,6843326.22601279,5730204.47368482,777998.951227457,335122.801100518,5.88859533245266,1.02135231316726
"vi201116.120","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"0.22",24,2,124093.81663113,100558.782442467,23535.0341886626,65968017.0575693,54115488.5432636,10643651.0301282,1208877.48417749,531.59793814433,4.27272727272727
"vi201116.178","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",24,2,2056631.13006397,1461788.55252992,594842.577534044,2772537.31343284,2140920.12509036,448858.73016507,182758.458177403,1.34809654142822,2.45743766122098
"vi201118.036","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",24,2,1114029.85074627,580543.563175856,533486.287570413,6527590.61833689,5536707.49453734,707139.201396792,283743.92240276,5.859439595774,1.0882070949185
"vi201116.121","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"0.22",24,3,83155.6503198294,65336.5823941517,17819.0679256777,67994456.2899787,55584965.0994815,11091847.1410908,1317644.04940639,817.676923076923,3.66666666666667
"vi201116.179","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VP",24,3,1875479.74413646,1352779.90816497,522699.835971492,2771769.7228145,2129277.06222634,456520.958986043,185971.701602115,1.47789904502046,2.5880626223092
"vi201118.037","Viruses",2020-09-05,2020-11-16,"NJ2020",7,1,"VPC",24,3,972793.176972281,510435.115992817,462358.060979465,8120597.01492537,7104839.08710532,744922.276811281,270835.651008771,8.34771173066807,1.10398230088496
