"Sample_Name","Staining_Protocol","Date_Measurement","Location","Expt_Date","Expt_No","Depth","Sample_Type","Timepoint","Replicate","Acquisition_Duration","Dilution","Flowrate"
"vi201112.052","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.053","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.054","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.055","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.056","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.064","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VP",6,1,60,50,39.0833333333333
"vi201112.065","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VP",6,2,60,50,39.0833333333333
"vi201112.066","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VP",6,3,60,50,39.0833333333333
"vi201112.067","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VP",9,1,60,50,39.0833333333333
"vi201112.068","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VP",9,2,60,50,39.0833333333333
"vi201112.069","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VP",9,3,60,50,39.0833333333333
"vi201112.070","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.071","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.072","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.073","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.074","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.081","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VP",12,1,60,50,39.0833333333333
"vi201112.082","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VP",12,2,60,50,39.0833333333333
"vi201112.083","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VP",12,3,60,50,39.0833333333333
"vi201112.084","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VP",24,1,60,50,39.0833333333333
"vi201112.085","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VP",24,2,60,50,39.0833333333333
"vi201112.086","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VP",24,3,60,50,39.0833333333333
"vi201112.087","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.088","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.089","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.090","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.091","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.098","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",0,1,60,50,39.0833333333333
"vi201112.099","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",0,2,60,50,39.0833333333333
"vi201112.100","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",0,3,60,50,39.0833333333333
"vi201112.101","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",3,1,60,50,39.0833333333333
"vi201112.102","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",3,2,60,50,39.0833333333333
"vi201112.103","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",3,3,60,50,39.0833333333333
"vi201112.104","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.105","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.106","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.107","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.108","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.109","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.116","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",6,1,60,50,39.0833333333333
"vi201112.117","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",6,2,60,50,39.0833333333333
"vi201112.118","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",6,3,60,50,39.0833333333333
"vi201112.119","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",9,1,60,50,39.0833333333333
"vi201112.120","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",9,2,60,50,39.0833333333333
"vi201112.121","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",9,3,60,50,39.0833333333333
"vi201112.122","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.123","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.124","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.125","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.126","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201112.133","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",12,1,60,50,39.0833333333333
"vi201112.134","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",12,2,60,50,39.0833333333333
"vi201112.135","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",12,3,60,50,39.0833333333333
"vi201112.136","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",24,1,60,50,39.0833333333333
"vi201112.137","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",24,2,60,50,39.0833333333333
"vi201112.138","Viruses",2020-11-12,"NJ2020",2020-09-03,6,1,"VPC",24,3,60,50,39.0833333333333
"vi201116.105","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.106","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.107","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.108","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.109","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.116","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"0.22",0,1,60,100,39.0833333333333
"vi201116.117","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"0.22",0,2,60,100,39.0833333333333
"vi201116.118","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"0.22",0,3,60,100,39.0833333333333
"vi201116.119","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"0.22",24,1,60,100,39.0833333333333
"vi201116.120","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"0.22",24,2,60,100,39.0833333333333
"vi201116.121","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"0.22",24,3,60,100,39.0833333333333
"vi201116.122","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.123","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.124","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.125","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.126","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.135","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.136","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.149","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.150","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.151","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.152","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.153","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.154","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.155","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.156","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.157","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.158","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.159","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.160","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.161","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.162","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",0,1,60,10,39.0833333333333
"vi201116.163","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",0,2,60,10,39.0833333333333
"vi201116.164","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",0,3,60,10,39.0833333333333
"vi201116.165","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",3,1,60,10,39.0833333333333
"vi201116.166","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",3,2,60,10,39.0833333333333
"vi201116.167","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",3,3,60,10,39.0833333333333
"vi201116.168","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",6,1,60,10,39.0833333333333
"vi201116.169","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",6,2,60,10,39.0833333333333
"vi201116.170","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",6,3,60,10,39.0833333333333
"vi201116.171","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",9,1,60,10,39.0833333333333
"vi201116.172","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",9,2,60,10,39.0833333333333
"vi201116.173","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",9,3,60,10,39.0833333333333
"vi201116.174","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",12,1,60,10,39.0833333333333
"vi201116.175","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",12,2,60,10,39.0833333333333
"vi201116.176","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",12,3,60,10,39.0833333333333
"vi201116.177","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",24,1,60,10,39.0833333333333
"vi201116.178","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",24,2,60,10,39.0833333333333
"vi201116.179","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VP",24,3,60,10,39.0833333333333
"vi201116.180","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201116.181","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.001","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.002","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.003","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.004","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.005","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.008","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",0,1,60,20,39.0833333333333
"vi201118.009","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",0,2,60,20,39.0833333333333
"vi201118.010","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",0,3,60,20,39.0833333333333
"vi201118.011","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",3,1,60,20,39.0833333333333
"vi201118.012","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",3,2,60,20,39.0833333333333
"vi201118.013","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",3,3,60,20,39.0833333333333
"vi201118.014","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.015","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.016","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.017","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.018","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.019","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.020","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",6,1,60,20,39.0833333333333
"vi201118.021","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",6,2,60,20,39.0833333333333
"vi201118.022","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",6,3,60,20,39.0833333333333
"vi201118.023","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",9,1,60,20,39.0833333333333
"vi201118.024","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",9,2,60,20,39.0833333333333
"vi201118.025","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",9,3,60,20,39.0833333333333
"vi201118.026","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.027","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.028","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.029","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.030","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.031","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201118.032","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",12,1,60,20,39.0833333333333
"vi201118.033","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",12,2,60,20,39.0833333333333
"vi201118.034","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",12,3,60,20,39.0833333333333
"vi201118.035","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",24,1,60,20,39.0833333333333
"vi201118.036","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",24,2,60,20,39.0833333333333
"vi201118.037","Viruses",2020-11-16,"NJ2020",2020-09-05,7,1,"VPC",24,3,60,20,39.0833333333333
