"Location","Station_Number","Depth","Time_Range","Population","Sample_Type","VP","VP_SE","VP_R_Squared","VP_Type"
"NJ2020","1","1","T0_T17","c_Viruses","Diff",186764.360018091,176367.412190288,0.359256977947985,"LM_AR_DIFF"
"NJ2020","1","1","T0_T17","c_V1","Diff",138662.692186582,135616.130362897,0.343279120137331,"LM_AR_DIFF"
"NJ2020","1","1","T0_T17","c_V2","Diff",28664.7359605464,25025.2591367069,0.396137959032084,"LM_AR_DIFF"
"NJ2020","1","1","T0_T17","c_V3","Diff",19436.9318709636,16558.6443635234,0.407909580475444,"LM_AR_DIFF"
"NJ2020","1","1","T0_T17","c_Viruses","VP",-127981.908638625,157642.620600874,0.247865201992372,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V1","VP",-88571.2349202273,120394.353711286,0.212976183282041,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V2","VP",-23831.1994184227,23743.5091277154,0.33497375450781,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V3","VP",-15579.4742999754,13997.5327024809,0.382488113235198,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_Viruses","VPC",58782.451379466,21332.302049334,0.791517130361024,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V1","VPC",50091.4572663545,16501.3340926297,0.821665344400091,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V2","VPC",4833.53654212375,2788.2667039924,0.600408942534191,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V3","VPC",3857.45757098819,2903.90662193786,0.468729752369378,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_Viruses","Diff",186764.360018091,176367.412190289,0.359256977947985,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V1","Diff",138662.692186582,135616.130362897,0.343279120137332,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V2","Diff",28664.7359605465,25025.2591367069,0.396137959032085,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V3","Diff",19436.9318709636,16558.6443635233,0.407909580475443,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_Viruses","VP",144265.684564192,34166.8434454992,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T17","c_V1","VP",133469.339577303,18725.6240176723,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T17","c_V2","VP",20742.3516066321,4234.21118714023,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T17","c_V3","VP",11897.1547365028,3037.08818430879,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T17","c_Viruses","VPC",249802.965962504,192662.512584049,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T17","c_V1","VPC",66979.135384567,21452.3170093474,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T17","c_V2","VPC",31847.2119579402,22072.5598680831,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T17","c_V3","VPC",38084.7150566243,11899.6839511409,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T17","c_Viruses","Diff",105537.281398312,NA,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T17","c_V1","Diff",-66490.2041927357,NA,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T17","c_V2","Diff",11104.8603513081,NA,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T17","c_V3","Diff",26187.5603201215,NA,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T17","c_Viruses","VP",161178.522969568,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T17","c_V1","VP",133469.339577303,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T17","c_V2","VP",19248.8283005332,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T17","c_V3","VP",11897.1547365028,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T17","c_Viruses","VPC",73426.7438318608,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T17","c_V1","VPC",59013.705195694,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T17","c_V2","VPC",7972.9441716819,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T17","c_V3","VPC",6440.09446448523,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T17","c_Viruses","Diff",-87751.7791377072,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T17","c_V1","Diff",-74455.634381609,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T17","c_V2","Diff",-11275.8841288513,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T17","c_V3","Diff",-5457.06027201757,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T17","c_Viruses","VP",161178.522969568,35715.4283142059,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T17","c_V1","VP",133469.339577303,33798.0896298784,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T17","c_V2","VP",19248.8283005332,6478.42784595703,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T17","c_V3","VP",8460.35509173194,3870.74686913204,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T17","c_Viruses","VPC",238948.116560057,208281.811217724,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T17","c_V1","VPC",187807.407487318,169972.480813979,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T17","c_V2","VPC",0,0,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T17","c_V3","VPC",27741.4063559212,24926.6243490831,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T17","c_Viruses","Diff",77769.593590489,243997.23953193,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T17","c_V1","Diff",54338.067910015,203770.570443857,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T17","c_V2","Diff",-19248.8283005332,6478.42784595703,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T17","c_V3","Diff",19281.0512641893,28797.3712182151,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T17","c_Viruses","VP",161178.522969568,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T17","c_V1","VP",133469.339577303,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T17","c_V2","VP",19248.8283005332,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T17","c_V3","VP",11897.1547365028,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T17","c_Viruses","VPC",73426.7438318608,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T17","c_V1","VPC",59013.705195694,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T17","c_V2","VPC",7972.9441716819,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T17","c_V3","VPC",6440.09446448523,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T17","c_Viruses","Diff",777213.930348258,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T17","c_V1","Diff",607211.817995924,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T17","c_V2","Diff",224919.585499354,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T17","c_V3","Diff",155967.952456782,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T17","c_Viruses","VP",161178.522969568,35715.4283142059,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T17","c_V1","VP",133469.339577303,33798.0896298784,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T17","c_V2","VP",19248.8283005332,6478.42784595703,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T17","c_V3","VP",8460.35509173194,3870.74686913204,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T17","c_Viruses","VPC",238948.116560057,208281.811217724,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T17","c_V1","VPC",187807.407487318,169972.480813979,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T17","c_V2","VPC",0,0,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T17","c_V3","VPC",27741.4063559212,24926.6243490831,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T17","c_Viruses","Diff",1509907.60483298,343230.852160905,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T17","c_V1","Diff",1129020.06687684,289109.761592231,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T17","c_V2","Diff",224919.585499354,72560.3050969831,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T17","c_V3","Diff",155967.952456782,38016.2030584958,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T17","c_Viruses","VP",161178.522969568,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V1","VP",133469.339577303,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V2","VP",19248.8283005331,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V3","VP",11897.154736503,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_Viruses","VPC",73426.7438318607,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V1","VPC",59013.7051956941,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V2","VPC",7972.9441716819,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V3","VPC",6440.09446448523,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_Viruses","Diff",777213.93034826,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V1","Diff",607211.817995925,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V2","Diff",224919.585499354,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_V3","Diff",155967.952456782,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T17","c_Viruses","VP",161178.522969568,45102.9817588108,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T17","c_V1","VP",133469.339577303,37260.524726182,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T17","c_V2","VP",19248.8283005331,8769.84140202332,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T17","c_V3","VP",8460.35509173194,5510.23316119898,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T17","c_Viruses","VPC",238948.116560057,165377.599782306,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T17","c_V1","VPC",187807.407487318,136621.923996001,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T17","c_V2","VPC",0,0,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T17","c_V3","VPC",27741.4063559212,20204.1882577296,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T17","c_Viruses","Diff",1509907.60483298,233879.244524847,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T17","c_V1","Diff",1129020.06687684,193212.57783265,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T17","c_V2","Diff",224919.585499354,45475.5717188756,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T17","c_V3","Diff",155967.952456782,28573.0370508204,NA,"VPCL_AR_DIFF_LMER_SE"
